311972225265836033	positive	:-))) Der neue Papst: Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst: es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN PPER VAFIN ART NN NN APPR NN	6/PD 4/NK 4/NK 1/NK 6/SB 0/-- 8/NK 6/PD 8/NK 8/MNR 10/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
312097665582239745	positive	RT @thomas_mohr: Grossartig! Franziskus der Zweite schon gefunden. RT @szda Papst ist Zwillingsbruder von Alfred Biolek! http://t.co/rK5x ...	RT @thomas_mohr: Grossartig! Franziskus die Zweite schon gefunden. RT @szda Papst sein Zwillingsbruder von Alfred Biolek! http://t.co/rK5x ...	NE ADJA NN NE ART NN ADV NE NE NN NN VAFIN NN APPR NE ADJA NN $.	0/-- 1/UC 0/-- 6/SB 6/NK 0/-- 8/MO 6/AG 10/AG 0/-- 12/SB 0/-- 12/PD 13/PG 14/NK 12/MO 0/-- 17/--	case=nom|*=True|num=sg case=nom|EmoExpression::markable_169::SubjectiveFact=false|EmoExpression::markable_169::Sarcasm=false|Sentiment::markable_167::Sentiment=True|*=True|EmoExpression::markable_169::Polarity=positive|EmoExpression::markable_169::Intensity=strong|EmoExpression::markable_169::Uncertain=false|num=sg|EmoExpression::markable_169::EmoExpression=True case=nom|gender=masc|Sentiment::markable_167::Sentiment=True|num=sg case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _
311904849644109825	neutral	RT @DerTivoli: Wenn man bei Papst ein paar Buchstaben umstellt, erhält man Schady.	RT @DerTivoli: wenn man bei Papst eine paar Buchstabe umstellt, erhalten man Schady.	NE NN KOUS PIS APPR NN ART PIAT NN NE VVFIN PIS NN	2/PNC 0/-- 5/CD 5/SB 11/MO 5/NK 8/NK 9/NK 11/OA 9/NK 0/-- 11/SB 11/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg *=True *=True case=acc|gender=masc|num=pl case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg
311914688726323201	neutral	RT @koerber: Live-Übertragung im Privatfernsehen: "Der Papst am Fenster zur Welt - präsentiert vom neuen Windows 8."	RT @koerber: Live-Übertragung in Privatfernsehen: "Der Papst an Fenster zu Welt - präsentieren von neu Windows 8."	NE ADJA NN APPRART NN NN NN APPRART NN APPRART NN $( VVFIN APPRART ADJA NN ADJA	0/-- 1/PNC 13/SB 3/MNR 4/NK 5/NK 6/PNC 6/MNR 8/NK 9/MNR 10/NK 11/-- 0/-- 17/SBP 16/NK 14/NK 13/MO	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
311906041463992320	positive	RT @HerrHundertmark: Mal eine richtige Überraschung wäre mal, wenn gleich eine Frau auf den Balkon tritt. #Papst	RT @HerrHundertmark: Mal eine richtig Überraschung sein mal, wenn gleich eine Frau auf die Balkon tritt. #Papst	NE ADJA NN ART ADJA NN VAFIN NE KOUS APPR ART NN APPR ART NN NE NN	2/SB 0/-- 7/MO 6/NK 6/NK 7/SB 0/-- 7/SB 10/CP 7/MO 12/NK 7/PD 12/MNR 15/NK 13/NK 15/NK 0/--	case=nom|*=True|num=sg pers=2|Sentiment::markable_171::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_171::Sentiment=True case=nom|Intensifier::markable_175::Degree=medium|gender=fem|pos=True|Intensifier::markable_175::Intensifier=True|num=sg|Sentiment::markable_171::Sentiment=True|Intensifier::markable_175::EmoExpressionRef=emo-expression:markable_173 case=nom|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=medium|gender=fem|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|num=sg|Sentiment::markable_171::Sentiment=True pers=3|Sentiment::markable_171::Sentiment=True|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Anaphref=empty|Target::markable_174::Target=True|Target::markable_174::Preferred=true case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True _
311921655976955904	positive	RT @Spielvrlagerung: Hervorragende Raumaufteilung der Kardinäle um den Papst herum. Bergoglio wird auch als Messis Stellvertreter im Vat ...	RT @Spielvrlagerung: hervorragend Raumaufteilung die Kardinal um die Papst herum. Bergoglio werden auch als Messis Stellvertreter in Vat ...	NE ADJA ADJA NN ART NN APPR ART NN NE NE VAFIN ADV KOKOM NN NN APPRART NN $.	0/-- 1/UC 4/NK 0/-- 6/NK 4/AG 4/MNR 9/NK 7/NK 9/NK 12/SB 0/-- 15/MO 15/CM 12/SB 15/NK 12/MO 17/NK 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_176::Sentiment=True case=nom|EmoExpression::markable_178::Polarity=positive|EmoExpression::markable_178::Uncertain=false|EmoExpression::markable_178::SubjectiveFact=false|EmoExpression::markable_178::EmoExpression=True|gender=fem|pos=True|num=sg|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Sarcasm=false|Target::markable_179::Preferred=true|Target::markable_179::Anaphref=empty|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311981827529265152	neutral	Wir sind doch papst!" @hronline: Lehmann: Neuer #Papst schrieb Doktorarbeit an Jesuiten-Hochschule in #Frankfurt http://t.co/2flhV5cxco"	wir sein doch papst!" @hronline: Lehmann: neu #Papst schreiben Doktorarbeit an Jesuiten-Hochschule in #Frankfurt http://t.co/2flhV5cxco"	PPER VAFIN ADV ADJA ADJA NN ADJA NN VVFIN NN APPR NN APPR NN NN	2/SB 0/-- 2/MO 2/MO 0/-- 9/SB 8/NK 6/NK 0/-- 9/OA 10/MNR 11/NK 9/MO 13/NK 14/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
311922425757564928	neutral	RT @janboehm: Jeder Papst ist eine Prinzessin.	RT @janboehm: jede Papst sein eine Prinzessin.	NE ADJD PIAT NN VAFIN ART NE	0/-- 1/PD 4/NK 5/SB 0/-- 7/NK 5/SB	case=nom|*=True|num=sg pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311912346127855616	positive	Ob der neue #Papst auch wieder so eine lustige Mütze aufhat?	ob die neu #Papst auch wieder so eine lustig Mütze aufhat?	APPR ART ADJA NN ADV ADV ADV ART ADJA NN ADJA	11/MO 4/NK 4/NK 1/NK 10/MO 7/MO 10/MO 10/NK 10/NK 4/AG 0/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ Sentiment::markable_180::Polarity=positive|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True|Sentiment::markable_180::Intensity=medium|Target::markable_181::Anaphref=empty|Sentiment::markable_180::Sarcasm=false|Target::markable_181::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|EmoExpression::markable_182::Sarcasm=false|Target::markable_181::Target=True|EmoExpression::markable_182::Polarity=positive|gender=fem|EmoExpression::markable_182::Intensity=medium|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True|EmoExpression::markable_182::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|gender=fem|num=sg|pos=True
311883128832655360	negative	@NZZfeed Und der Rest scheisst drauf, wer nun Papst wird!	@NZZfeed und die Rest scheißen drauf, wer nun Papst wird!	NE KON ART NN VVFIN VVIZU PWS ADV NN ADJA	0/-- 5/JU 4/NK 5/SB 0/-- 5/OC 10/SB 5/MO 10/OA 5/SB	case=nom|gender=neut|num=sg Sentiment::markable_183::Sentiment=True|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Intensity=strong|Sentiment::markable_183::Sarcasm=false case=nom|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|mood=ind|EmoExpression::markable_185::EmoExpression=True|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_185::Intensity=strong|EmoExpression::markable_185::Uncertain=false Sentiment::markable_183::Sentiment=True case=nom|Target::markable_187::Anaphref=empty|num=sg|Sentiment::markable_183::Sentiment=True|gender=masc|Target::markable_187::Target=True|Target::markable_187::Preferred=true Target::markable_187::Target=True|Sentiment::markable_183::Sentiment=True case=nom|gender=masc|Target::markable_187::Target=True|num=sg|Sentiment::markable_183::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_183::Sentiment=True|pos=True
312173898689019904	neutral	#spiegel: Papst aus Argentinien: Franziskus amerikanus http://t.co/ghXMrtsP2u #okru	#spiegel: Papst aus Argentinien: Franziskus amerikanus http://t.co/ghXMrtsP2u #okru	ADJA NN APPR ADJA NE ADJA NN NE	2/NK 0/-- 2/MNR 5/NK 3/NK 7/NK 2/PAR 7/NK	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
311928234751168514	negative	Ich will ja keine Religionsdebatte lostreten, aber kaum ist der neue Papst gewählt, fangen die Bayern ein fast fliegendes Gegentor.	ich wollen ja keine Religionsdebatte lostreten, aber kaum sein die neu Papst gewählt, fangen die Bayer eine fast fliegend Gegentor.	PPER VMFIN ADV PIAT NN VVFIN ADV ADV VAFIN ART ADJA NN NE VVFIN ART NN ART ADV ADJA NN	2/SB 14/MO 2/MO 5/NK 6/OA 2/OC 6/MO 6/MO 6/OC 12/NK 12/NK 9/SB 12/NK 0/-- 16/NK 14/SB 20/NK 19/MO 20/NK 14/OA	case=nom|Source::markable_189::Source=True|Source::markable_189::Anaphref=empty|Sentiment::markable_188::Polarity=negative|*=True|Sentiment::markable_188::Sentiment=True|Sentiment::markable_188::Sarcasm=false|pers=1|num=sg|Sentiment::markable_188::Intensity=medium mood=ind|EmoExpression::markable_190::Polarity=positive|EmoExpression::markable_190::Intensity=medium|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_188::Sentiment=True|pers=1|num=sg|tense=pres|EmoExpression::markable_190::EmoExpression=True Sentiment::markable_188::Sentiment=True case=acc|Negation::markable_192::Negation=True|Target::markable_191::Preferred=true|gender=fem|Sentiment::markable_188::Sentiment=True|Target::markable_191::Anaphref=empty|Negation::markable_192::EmoExpressionRef=emo-expression:markable_190|num=sg|Target::markable_191::Target=True case=acc|gender=fem|num=sg|Target::markable_191::Target=True|Sentiment::markable_188::Sentiment=True pers=3|num=sg|tense=past|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg
311938559319887872	positive	RT @Schuby4ever: Der neue Papst hat was gegen Homosexuelle ... ... ! ÜBERRASCHUNG!	RT @Schuby4ever: die neu Papst haben was gegen Homosexuelle ... ... ! ÜBERRASCHUNG!	NE NN ART ADJA NN VAFIN PIS APPR NN $. $. $. ADJA	2/PNC 0/-- 5/NK 5/NK 6/SB 0/-- 6/OA 7/MNR 8/NK 9/-- 0/-- 0/-- 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|Sentiment::markable_197::Sentiment=True case=nom|Sentiment::markable_193::Polarity=positive|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Intensity=medium|gender=masc|Source::markable_193::Anaphref=empty|Target::markable_197::Anaphref=empty|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_197::Preferred=true|Source::markable_193::Source=True|Target::markable_197::Target=True case=nom|gender=masc|pos=True|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_193::Source=True|Target::markable_197::Target=True case=nom|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|gender=masc|Source::markable_193::Source=True|Target::markable_197::Target=True pers=3|Sentiment::markable_197::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_197::Target=True|Sentiment::markable_193::Sentiment=True case=acc|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|gender=neut|Target::markable_197::Target=True EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=negative|EmoExpression::markable_193::SubjectiveFact=false|Sentiment::markable_197::Sentiment=True|EmoExpression::markable_193::Intensity=medium|Target::markable_197::Target=True|EmoExpression::markable_193::EmoExpression=True|Sentiment::markable_193::Sentiment=True case=acc|Target::markable_193::Target=True|gender=fem|Target::markable_193::Anaphref=empty|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_193::Preferred=true|Target::markable_197::Target=True Sentiment::markable_197::Sentiment=True Sentiment::markable_197::Sentiment=True Sentiment::markable_197::Sentiment=True Sentiment::markable_197::Sentiment=True
