322366239513141248	positive	@knorx100 ja das stimmt, aber bislang habe ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmt, aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV ART NE ADV ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJD	0/-- 4/MO 4/NK 7/SB 7/MO 16/MO 0/-- 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/PD	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium
322446566906544128	mixed	@MarzlRuza hör auf flubby anzugeilen, es reicht, dass sie uns auf blogtv nervt xDDD	@MarzlRuza hören auf flubby anzugeilen, es reicht, dass sie wir auf blogtv nerven xDDD	NN VVIMP APPR NN VVIZU PPER VVFIN KOUS PPER PRF APPR NE VVFIN ADJA	0/-- 7/MO 5/MO 3/NK 14/OC 2/OA 0/-- 13/CP 13/SB 7/OA 7/MO 11/NK 7/MO 13/MO	case=nom|gender=neut|num=sg _ _ case=acc|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Sarcasm=false|gender=masc|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=sg|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=negative|Sentiment::markable_185::Sentiment=True|*=True|Sentiment::markable_185::Sarcasm=false|pers=3|Sentiment::markable_185::Intensity=medium|num=pl|Target::markable_186::Target=True case=acc|pers=1|num=pl|Source::markable_187::Source=True|Sentiment::markable_185::Sentiment=True|Source::markable_187::Anaphref=empty Sentiment::markable_185::Sentiment=True case=acc|*=True|Sentiment::markable_185::Sentiment=True|num=sg mood=ind|EmoExpression::markable_188::SubjectiveFact=false|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_188::Uncertain=false|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::EmoExpression=True case=acc|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|*=True|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=sg|EmoExpression::markable_189::Intensity=strong
323671249731584001	neutral	Was sie will bekommt sie auc	was sie wollen bekommen sie auc	PIS PPER VMFIN VVFIN PPER NE	3/OA 3/SB 4/OC 0/-- 4/SB 4/OA	case=acc|gender=neut|num=sg case=acc|pers=3|*=True pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _
327453284564627456	neutral	Köprülü Canyon. Im Hinterland in der Türkei, mit Schnee auf den Bergen. http://t.co/nqmmntZ8Mu	Köprülü Canyon. in Hinterland in die Türkei, mit Schnee auf die Bergen. http://t.co/nqmmntZ8Mu	NE NE APPRART NN APPR ART NE APPR NN APPR ART NE NN	2/PNC 0/-- 0/-- 3/NK 4/MNR 7/NK 5/NK 3/MO 8/NK 9/MNR 13/NK 13/NK 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg
328131520168615936	positive	@muellermanfred "@fsv_frankfurt: #fsvlive FSV-SGD 3:1 90. +2 Schlusspfiff!! Der FSV gewinnt 3:1!!!"	@muellermanfred "@fsv_frankfurt: #fsvlive FSV-SGD @card@ @ord@ +2 Schlusspfiff!! die FSV gewinnen 3:1!!!"	NN NN ADJA NN CARD ADJA CARD NN ART NE VVFIN NN	0/-- 0/-- 4/NK 6/OA 6/NK 0/-- 8/NK 6/OA 10/NK 11/SB 0/-- 11/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True case=acc|gender=fem|num=sg
323903812295356416	negative	@ideentraeger Würde man zu jeden Anschlag was posten käme nichts mehr anderes im TV.	@ideentraeger werden man zu jede Anschlag was posten kommen nichts mehr andere in TV.	NN VAFIN PIS APPR PIAT NN PIS VVINF VVFIN PIS ADV PIS APPRART NN	0/-- 9/MO 2/SB 8/OP 6/NK 4/NK 8/OA 2/OC 0/-- 9/SB 10/MO 9/MO 9/MO 13/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=negative|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium case=acc|gender=neut|num=sg sup=True pers=3|num=sg|tense=past|mood=subj gender=neut|*=True _ case=acc|gender=neut|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
327419131601223680	positive	Auf Camilleris Spuren durch Sizilien: Die Lieblingsplätze des Commissario Montalbano: http://t.co/0a0mQfRpRv	auf Camilleris Spur|Spuren durch Sizilien: die Lieblingsplatz die Commissario Montalbano: http://t.co/0a0mQfRpRv	APPR NE NN APPR NN ART NN ART NE NN NN	7/MO 3/AG 1/NK 3/MNR 4/NK 7/NK 0/-- 11/NK 10/AG 11/NK 7/AG	_ case=gen|*=True|num=sg case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg case=acc|Sentiment::markable_193::Polarity=positive|Target::markable_195::Preferred=true|Sentiment::markable_193::Sarcasm=false|Target::markable_195::Anaphref=empty|gender=masc|Sentiment::markable_193::Intensity=strong|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_195::Target=True case=acc|gender=masc|num=pl case=gen|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=gen|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_194::Source=True|gender=masc|Source::markable_194::Anaphref=empty case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
327200629908967425	neutral	RT @antboy2cold: @TwoOne_RunShit my dawg jus txt me said dem pillz gt her txtn lol	RT @antboy2cold: @TwoOne_RunShit my dawg Jus txt me said die pillz gt her txtn lol	NE ADJA NN NE NE NN VVFIN ADJD ADJD ART ADJA NN APZR NE NE	2/SB 0/-- 0/-- 6/PNC 6/PNC 7/SB 0/-- 7/MO 7/MO 12/NK 12/NK 7/DA 7/MO 15/PNC 7/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ _ _ _ _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
322423499937423360	neutral	RT @martinjost: War nicht letztens erst Pferdefleischskandal? Oder habe ich ein Déjà-Hü?	RT @martinjost: sein nicht letztens erst Pferdefleischskandal? oder haben ich eine Déjà-Hü?	NE NN VAFIN PTKNEG ADV ADV NN KON VAFIN PPER ART NN	2/AG 0/-- 0/-- 3/NG 3/MO 3/MO 3/PD 9/JU 0/-- 9/SB 12/NK 9/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
323891567645573120	neutral	@EweAmaya Und fresh vergiss fresh nicht !	@EweAmaya und fresh vergessen fresh nicht !	NN KON ADJA VVIMP NE PTKNEG $.	0/-- 3/JU 0/-- 3/NK 4/OA 3/NG 6/--	case=nom|gender=neut|num=sg _ _ _ _ _ _
323811894605512705	neutral	#VELUX #EHF #FINAL4 Opening Party mit Handball-Stars, #BläckFööss und vielem mehr http://t.co/dHxMAEYQzE	#VELUX #EHF #FINAL4 Opening Party mit Handball-Stars, #BläckFööss und viele mehr http://t.co/dHxMAEYQzE	NN NE CARD NN NN APPR NE NN KON PIS ADV NN	0/-- 1/NK 4/NK 1/PAR 4/NK 4/MNR 8/AG 6/NK 8/CD 12/NK 10/MO 9/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=sg
323646026995093505	positive	@celina_l_ spricht mir aus der Seele ;) http://t.co/XhHykpqX1C	@celina_l_ sprechen ich aus die Seele ;) http://t.co/XhHykpqX1C	NN VVFIN PPER APPR ART NN ADJA NN	0/-- 0/-- 2/DA 2/MO 6/NK 4/NK 8/NK 6/AG	_ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|EmoExpression::markable_197::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_197::SubjectiveFact=false|EmoExpression::markable_197::Polarity=positive|num=pl|EmoExpression::markable_197::Sarcasm=false|EmoExpression::markable_197::EmoExpression=True|EmoExpression::markable_197::Intensity=medium case=gen|gender=neut|num=pl
328101558480945153	neutral	Café Oriental • Re: Support your local dealer: Ich höre bei unseren Händlern ud zugegebenermassen Nischenproduk... http://t.co/HCEM5lYobD	Café Oriental • Re: Support your local dealer: ich hören bei unser Händler ud zugegebenermaßen Nischenproduk... http://t.co/HCEM5lYobD	NN NN ADJA NN NN NN ADJD VVFIN PPER VVFIN APPR PPOSAT NN VVFIN ADV NN NN	14/SB 1/NK 4/NK 8/OA 6/NK 4/NK 8/MO 1/NK 10/SB 1/PAR 10/MO 13/NK 11/NK 0/-- 14/MO 14/OA 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg
327462305090650113	negative	RT @Whaddup_Tho: @T18251973 nigga fuck dem crackers I hate payin dem bastards	RT @Whaddup_Tho: @T18251973 nigga fuck die crackers I hate payin die Bastard	NE ADJA NN NE NN ART ADJA NN NN NE ART NN	2/SB 0/-- 0/-- 5/NK 0/-- 8/NK 8/NK 5/DA 10/PNC 8/NK 12/NK 10/PNC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|Sentiment::markable_100500289::Polarity=negative|num=sg|Sentiment::markable_100500289::Sarcasm=false|Sentiment::markable_100500289::Intensity=strong|*=True|Sentiment::markable_100500289::Sentiment=True case=nom|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=strong|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|*=True|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True case=dat|num=sg|Target::markable_100500290::Preferred=true|Target::markable_100500290::Target=True|gender=neut|Sentiment::markable_100500289::Sentiment=True|Target::markable_100500290::Anaphref=empty case=dat|EmoExpression::markable_100500303::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500303::Polarity=negative|gender=neut|EmoExpression::markable_100500303::Uncertain=false|pos=True|EmoExpression::markable_100500303::Intensity=medium|EmoExpression::markable_100500303::EmoExpression=True|num=sg|EmoExpression::markable_100500303::Sarcasm=false|Target::markable_100500290::Target=True case=dat|Sentiment::markable_100500293::Sentiment=True|Sentiment::markable_100500293::Polarity=negative|Source::markable_100500294::Anaphref=empty|gender=neut|Source::markable_100500294::Source=True|Sentiment::markable_100500293::Intensity=strong|num=sg|Sentiment::markable_100500293::Sarcasm=false EmoExpression::markable_100500295::Sarcasm=false|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500295::Intensity=strong|EmoExpression::markable_100500295::SubjectiveFact=false|*=True|EmoExpression::markable_100500295::Uncertain=false|EmoExpression::markable_100500295::Polarity=negative|EmoExpression::markable_100500295::EmoExpression=True case=nom|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True|gender=neut|Target::markable_100500296::Preferred=true|Target::markable_100500296::Anaphref=empty case=dat|gender=masc|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True case=dat|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500304::Intensity=medium|gender=masc|EmoExpression::markable_100500304::Polarity=negative|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True|EmoExpression::markable_100500304::Uncertain=false|num=sg|EmoExpression::markable_100500304::Sarcasm=false|Target::markable_100500296::Target=True
327532108249710592	neutral	Rottweil: "Power-Tower" wird Rottweil prägen: Geplantes Bauprojekt von ThyssenKrupp ist höher als de... http://t.co/sMboePJoEK #Rottweil	Rottweil: "Power-Tower" werden Rottweil prägen: geplant Bauprojekt von ThyssenKrupp sein hoch als de... http://t.co/sMboePJoEK #Rottweil	NN NN VAFIN NE ADJA ADJA NN APPR NN VAFIN ADJD KOKOM ADJA NN ADJA	3/SB 1/NK 0/-- 5/OA 3/SB 7/NK 10/SB 7/PG 8/NK 3/CJ 10/PD 13/CM 11/CC 0/-- 14/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ case=nom|gender=masc|num=sg|pos=True _ _
323742152779763713	neutral	RT @nurZitate: "Reden bewegt den Mund, Handeln die Welt." http://t.co/5WGwvbMh6q #Zitate	RT @nurZitate: "Reden bewegen die Mund, Handeln die Welt." http://t.co/5WGwvbMh6q #Zitate	NE ADJA NN VVFIN ART NE NN ART NN NE NN	2/SB 0/-- 4/MO 0/-- 7/NK 7/NK 4/OA 9/NK 4/OA 11/PNC 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg
328199421860909056	positive	nice one @nurisahin05 !! gegen real am dienstag dann bitte auch #bvb #BuLi #cl	nice one @nurisahin05 !! gegen real an Dienstag dann bitte auch #bvb #BuLi #cl	ADJA NE CARD NN APPR ADJD APPRART NN ADV ADV ADV ADJA NN NN	0/-- 1/SB 2/NK 0/-- 12/MO 5/NK 6/MO 7/NK 5/MO 5/MO 5/MO 0/-- 12/SB 12/OA	EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Intensity=medium|EmoExpression::markable_100500288::Polarity=positive _ _ _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _
322375344952844288	neutral	Ich habe im Spiel The Tribez für #iPhone die Mission 'Reisevorberei... ' vollendet. http://t.co/6VPum3yTAB #iphonegames, #gameinsight	ich haben in Spiel The Tribez für #iPhone die Mission 'Reisevorberei... ' vollendet. http://t.co/6VPum3yTAB #iphonegames, #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN NN $( ADJA NN NE NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/NK 13/-- 0/-- 13/SB 14/NK 13/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
328154870882381824	neutral	@SonjaSchiebler Denst du ich werde es dann noch gucken? No way	@SonjaSchiebler Denst du ich werden es dann noch gucken? <UNKNOWN> way	NN NN PPER PPER VAFIN PPER ADV ADV ADJA NE NE	0/-- 4/CC 2/SB 5/SB 0/-- 5/EP 5/MO 9/MO 5/MO 11/PNC 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=neut|num=pl|pos=True _ _
323748852945522688	neutral	Ich habe 12 Fotos im Album "Palma De Mallorca Shoot" auf Facebook gepostet http://t.co/NPh0bmUI7r	ich haben 12 Foto in Album "Palma De Mallorca Shoot" auf Facebook gepostet http://t.co/NPh0bmUI7r	PPER VAFIN CARD NN APPRART NN NN NE NE NE APPR NE VVPP NN	2/SB 0/-- 4/NK 13/OA 4/MNR 5/NK 10/PNC 10/PNC 10/PNC 6/NK 6/MNR 11/NK 2/OC 13/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True *=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
322430254633340928	negative	RT @MediaBieber: @Louisa055 wieso hast du so viel für Innenraum bezahlt? :o	RT @MediaBieber: @Louisa055 wieso haben du so viel für Innenraum bezahlt? :o	NE ADJA NN PWAV VAFIN PPER ADV ADV APPR NN ADJA NN	2/SB 0/-- 0/-- 11/MO 0/-- 5/SB 5/MO 9/MO 11/MO 9/NK 5/MO 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg Sentiment::markable_198::Sentiment=True|Sentiment::markable_198::Polarity=negative|Sentiment::markable_198::Intensity=medium|Sentiment::markable_198::Sarcasm=false pers=2|Sentiment::markable_198::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_199::Target=True|gender=fem|pers=2|num=sg|Target::markable_199::Anaphref=empty|Sentiment::markable_198::Sentiment=True|Target::markable_199::Preferred=true Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True *=True|Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True EmoExpression::markable_200::EmoExpression=True|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|Sentiment::markable_198::Sentiment=True|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=false Sentiment::markable_198::Sentiment=True|EmoExpression::markable_200::EmoExpression=True
327321513835515904	neutral	@_grauzone Sie meinen den Beginn des Wochenendes für Studenten? Doch erst ab Mittag!	@_grauzone Sie meinen die Beginn die Wochenende für Studenten? doch erst ab Mittag!	NN PPER VVFIN ART NN ART NN APPR NN KON ADV APPR NN	0/-- 3/SB 0/-- 5/NK 3/OA 7/NK 5/AG 7/MNR 8/NK 12/JU 12/MO 0/-- 12/NK	case=nom|gender=fem|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=sg
