369517901734096896	positive	Piraten bei puls4! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR ADJD ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 5/MO 0/-- 5/MO 6/-- 6/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
346205497554239488	neutral	RT @YilmazGulum: Auch die Bundesvorsitzende der deutschen Grünen Claudia Roth war in dem Hotel http://t.co/G2wSYwHxpD #occupygezi	RT @YilmazGulum: auch die Bundesvorsitzende die deutsch Grüne Claudia Roth sein in die Hotel http://t.co/G2wSYwHxpD #occupygezi	NE NN ADV ART NN ART ADJA NN NE NE VAFIN APPR ART NN NN NN	2/AG 0/-- 5/MO 5/NK 11/SB 8/NK 8/NK 5/AG 10/PNC 8/NK 0/-- 11/MO 14/NK 12/NK 14/NK 11/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
381937688133115904	positive	Laut vorl. amtl. Endergebnis haben 9.630Menschen im #wk83 die #Piraten gewählt, Danke dafür und wir machen natürlich weiter ;)	laut vorl. amtl. Endergebnis haben 9.630Menschen in #wk83 die #Piraten gewählt, Dank dafür und wir machen natürlich weiter ;)	APPR NE ADJA NN VAFIN NN APPRART NN ART NN NE NN PAV KON PPER VVFIN ADV ADV ADJA	3/MO 1/NK 0/-- 5/SB 0/-- 5/SB 6/MNR 7/NK 10/NK 6/CJ 12/PNC 10/NK 6/NK 5/CD 16/SB 14/CJ 16/MO 16/MO 16/MO	Sentiment::markable_251::Intensity=medium|Sentiment::markable_251::Polarity=positive|Sentiment::markable_251::Sarcasm=false|Sentiment::markable_251::Sentiment=True case=dat|*=True|Sentiment::markable_251::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_251::Sentiment=True|num=pl pers=3|Sentiment::markable_251::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|Source::markable_252::Source=True|Sentiment::markable_251::Sentiment=True|num=pl|gender=masc|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=acc|gender=fem|Target::markable_258::Target=True|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|Target::markable_253::Preferred=true|Target::markable_253::Anaphref=empty case=acc|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|gender=fem|Target::markable_258::Target=True *=True case=acc|EmoExpression::markable_256::SubjectiveFact=false|EmoExpression::markable_256::Intensity=medium|Sentiment::markable_255::Sarcasm=false|*=True|EmoExpression::markable_256::Uncertain=false|Sentiment::markable_255::Polarity=positive|num=pl|Sentiment::markable_255::Sentiment=True|EmoExpression::markable_256::EmoExpression=True|EmoExpression::markable_256::Sarcasm=false|Sentiment::markable_255::Intensity=medium|EmoExpression::markable_256::Polarity=positive Target::markable_257::Target=True|Target::markable_257::Preferred=true|Target::markable_257::Anaphref=empty|Sentiment::markable_255::Sentiment=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ EmoExpression::markable_259::Polarity=positive|EmoExpression::markable_259::SubjectiveFact=false|EmoExpression::markable_259::Intensity=medium|EmoExpression::markable_259::Sarcasm=false|EmoExpression::markable_259::EmoExpression=True|EmoExpression::markable_259::Uncertain=false
380753219133407232	positive	RT @Erwin_Rueddel: Infostand auf dem Wochenmarkt in Altenkirchen. Rosen für die Wähler. Gute Atmosphäre #ERwinBtw13 http://t.co/JeQy36YInM	RT @Erwin_Rueddel: Infostand auf die Wochenmarkt in Altenkirchen. Rose für die Wähler. gut Atmosphäre #ERwinBtw13 http://t.co/JeQy36YInM	NE ADJA NN APPR ART NN APPR NE NN APPR ART NN ADJA NN CARD NN	0/-- 1/UC 0/-- 3/MNR 6/NK 4/NK 6/MNR 7/NK 0/-- 9/MNR 12/NK 10/NK 14/NK 0/-- 16/NK 14/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_262::Intensity=medium|pos=True|Sentiment::markable_260::Sarcasm=false|EmoExpression::markable_262::EmoExpression=True|Sentiment::markable_260::Intensity=medium|num=pl|EmoExpression::markable_262::Sarcasm=false|case=nom|Sentiment::markable_260::Polarity=positive|Target::markable_261::Preferred=true|gender=neut|Sentiment::markable_260::Sentiment=True|EmoExpression::markable_262::Uncertain=false|Target::markable_261::Anaphref=empty|EmoExpression::markable_262::SubjectiveFact=false|EmoExpression::markable_262::Polarity=positive|Target::markable_261::Target=True case=nom|gender=neut|Sentiment::markable_260::Sentiment=True|num=pl|Target::markable_261::Target=True case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl
349793752665169921	neutral	Der Stern zum CDU / CSU Wahlprogramm... http://t.co/UFUxQbue3y	die Stern zu CDU / CSU Wahlprogramm... http://t.co/UFUxQbue3y	ART NN APPRART NE $( NE NN NN	2/NK 0/-- 2/MNR 3/NK 4/-- 4/CJ 6/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg
374765603094949888	mixed	Die grüne Verbotspolitik... deren Wähler müssen echt unmündig sein.. Grüne fordern Fahrverbot am Wochenende http://t.co/0gPZucRzQj via @welt	die grün Verbotspolitik... die Wähler müssen echt unmündig sein.. Grüne fordern Fahrverbot an Wochenende http://t.co/0gPZucRzQj via @welt	ART ADJA NN PDAT NN VMFIN ADJD ADJD ADJA NN VVFIN NN APPRART NN NE APPR NN	3/NK 3/NK 0/-- 5/NK 6/SB 0/-- 6/MO 9/MO 6/OC 11/SB 0/-- 11/OA 11/MO 13/NK 11/OA 11/MO 16/NK	case=nom|Sentiment::markable_268::Sentiment=True|num=sg|Sentiment::markable_268::Sarcasm=false|gender=fem|Sentiment::markable_268::Intensity=medium|Sentiment::markable_268::Polarity=negative case=nom|gender=fem|Sentiment::markable_268::Sentiment=True|num=sg|pos=True case=nom|gender=fem|Sentiment::markable_268::Sentiment=True|num=sg case=gen|Target::markable_269::Preferred=true|Sentiment::markable_268::Sentiment=True|num=sg|Target::markable_269::Anaphref=empty|gender=fem|Target::markable_269::Target=True case=nom|gender=masc|Sentiment::markable_268::Sentiment=True|num=pl|Target::markable_269::Target=True pers=3|Sentiment::markable_268::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_268::Sentiment=True|pos=True EmoExpression::markable_270::SubjectiveFact=false|Sentiment::markable_268::Sentiment=True|EmoExpression::markable_270::Intensity=medium|pos=True|EmoExpression::markable_270::Uncertain=false|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|EmoExpression::markable_270::Polarity=negative _ case=nom|Sentiment::markable_263::Sarcasm=false|Sentiment::markable_263::Polarity=positive|*=True|Source::markable_264::Anaphref=empty|num=pl|Source::markable_264::Source=True|Sentiment::markable_263::Intensity=medium|Sentiment::markable_263::Sentiment=True mood=ind|EmoExpression::markable_266::Polarity=positive|EmoExpression::markable_266::Intensity=medium|EmoExpression::markable_266::Uncertain=false|EmoExpression::markable_266::Sarcasm=false|EmoExpression::markable_266::SubjectiveFact=false|pers=3|num=pl|tense=pres|EmoExpression::markable_266::EmoExpression=True|Sentiment::markable_263::Sentiment=True case=acc|num=sg|Target::markable_267::Preferred=true|gender=neut|Sentiment::markable_263::Sentiment=True|Target::markable_267::Target=True|Target::markable_267::Anaphref=empty case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
382926283069349889	neutral	Mit dabei ÖVP-Spitzenkandidat Dr. Michael Spindelegger http://t.co/MltmngEwS6	mit dabei ÖVP-Spitzenkandidat Dr. Michael Spindelegger http://t.co/MltmngEwS6	APPR PAV NN NN NE NN CARD	0/-- 3/NK 1/NK 3/NK 6/PNC 3/NK 6/NK	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
380725738938580992	positive	@Literalschaden oh ja, wir wollen dass das Verfahren schneller geht, ohne Ghettoisierung und das sie arbeiten dürfen. Wir Bösen!! #afd+	@Literalschaden oh ja, wir wollen dass die Verfahren schnell geht, ohne Ghettoisierung und die sie arbeiten dürfen. wir Bösen!! #afd+	NN ITJ NE PPER VMINF KOUS ART NN ADJD NE APPR NN KON ART PPER VVFIN NE PPER ADJA ADJA	0/-- 3/NK 16/SB 3/SB 16/MO 8/CP 8/NK 16/CJ 10/NK 8/AG 8/MNR 11/NK 16/CD 13/CJ 16/SB 0/-- 16/OA 19/SB 0/-- 0/--	_ Sentiment::markable_272::Polarity=positive|Sentiment::markable_272::Sentiment=True|Sentiment::markable_272::Sarcasm=false|Sentiment::markable_272::Intensity=medium pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_272::Sentiment=True case=nom|pers=1|Source::markable_273::Source=True|num=pl|Source::markable_273::Anaphref=empty|*=True|Sentiment::markable_272::Sentiment=True mood=ind|EmoExpression::markable_274::Sarcasm=false|pers=1|EmoExpression::markable_274::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_274::SubjectiveFact=false|EmoExpression::markable_274::Intensity=medium|EmoExpression::markable_274::Polarity=positive|EmoExpression::markable_274::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=nom|Target::markable_275::Anaphref=empty|num=sg|gender=neut|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True|Target::markable_275::Preferred=true case=nom|gender=neut|num=sg|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True comp=True|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True case=acc|EmoExpression::markable_10409150::Intensity=medium|EmoExpression::markable_10409150::SubjectiveFact=true|gender=fem|Target::markable_275::Target=True|num=sg|EmoExpression::markable_10409150::Polarity=negative|EmoExpression::markable_10409150::Uncertain=false|EmoExpression::markable_10409150::Sarcasm=false|EmoExpression::markable_10409150::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_272::Sentiment=True case=nom|Target::markable_276::Preferred=true|gender=masc|Target::markable_276::Anaphref=empty|pers=3|num=pl|Target::markable_276::Target=True|Sentiment::markable_272::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_272::Sentiment=True|Target::markable_276::Target=True case=acc|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _
375228423125622785	positive	RT @vincentkiefer: Bei "Die Linke" fleissig Unterschriften gesammelt für die @_verdi -Petition zum gesetzlichen Mindestlohn http://t.co/V2Bx...	RT @vincentkiefer: bei "Die Linke" fleißig Unterschrift sammeln für die @_verdi -Petition zu gesetzlich Mindestlohn http://t.co/V2Bx...	NE NN APPR NN VVFIN ADJD NN VVPP APPR ART ADJA NN APPRART ADJA NN NN	2/AG 0/-- 5/MO 3/NK 0/-- 5/MO 5/OA 7/MNR 8/MO 11/NK 9/NK 0/-- 12/MNR 15/NK 13/NK 12/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_277::EmoExpression=True|EmoExpression::markable_277::Sarcasm=false|EmoExpression::markable_277::Uncertain=false|EmoExpression::markable_277::Intensity=medium|EmoExpression::markable_277::Polarity=positive|pos=True|EmoExpression::markable_277::SubjectiveFact=false case=acc|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg
381713025738096641	negative	Wahlen 2013, heute Deutschland "Situation ernst, aber nicht hoffnungslos" in 7 Tagen Österreich "hoffnungslos, aber nicht ernst" #btw13	Wahl @card@ heute Deutschland "Situation ernst, aber nicht hoffnungslos" in 7 Tag Österreich "hoffnungslos, aber nicht ernst" #btw13	NN CARD ADV NE NN NE ADV PTKNEG ADJD APPR CARD NN NE NE ADV PTKNEG ADJD CARD	3/SB 1/NK 5/MO 5/NK 0/-- 5/NK 9/MO 9/NG 5/PAR 17/MO 12/NK 10/NK 14/PNC 12/NK 17/MO 17/NG 9/CC 17/NK	case=nom|gender=fem|num=pl _ _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_278::Sentiment=True|EmoExpression::markable_280::SubjectiveFact=false|EmoExpression::markable_280::Sarcasm=false|gender=fem|EmoExpression::markable_280::Polarity=negative|EmoExpression::markable_280::Intensity=medium|EmoExpression::markable_280::Uncertain=false|num=sg|EmoExpression::markable_280::EmoExpression=True case=nom|gender=fem|Sentiment::markable_278::Sentiment=True|num=sg Sentiment::markable_278::Sentiment=True Negation::markable_282::Negation=True|Sentiment::markable_278::Sentiment=True|Negation::markable_282::EmoExpressionRef=emo-expression:markable_281 pos=True _ _ case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ Negation::markable_285::Negation=True|Negation::markable_285::EmoExpressionRef=emo-expression:markable_284 pos=True _
346499921832194051	neutral	RT @SchwarzGelbLog: Die Vorstandsmitglieder kennen es noch nicht, sollen aber am Sonntag beschliessen: Das CDU-Wahlpogramm. Wir haben es: ht...	RT @SchwarzGelbLog: die Vorstandsmitglied kennen es noch nicht, sollen aber an Sonntag beschliessen: die CDU-Wahlpogramm. wir haben es: ht...	NE NN ART NN VVFIN PPER ADV NE VMFIN ADV APPRART NN VVFIN ART NN PPER VAFIN ADJA NN	2/AG 0/-- 4/NK 5/OA 0/-- 5/OA 5/MO 9/SB 6/RE 9/MO 13/MO 11/NK 9/OC 15/NK 5/OA 17/SB 0/-- 19/NK 17/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
377175517700829185	neutral	MiniKrimis im WahlKampf! Ein Beitrag der IsarChillies München! http://t.co/xwj4HovgbB	MiniKrimis in WahlKampf! eine Beitrag die IsarChillies München! http://t.co/xwj4HovgbB	NN APPRART NN ART NN ART NN ADJA NN	0/-- 1/MNR 2/NK 5/NK 8/SB 7/NK 5/AG 0/-- 0/--	case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg
381785459242070016	neutral	RT @RegSprecher: Kanzlerin #Merkel bei der Stimmabgabe (Foto) (BPA). http://t.co/WlxZRMjhM9	RT @RegSprecher: Kanzlerin #Merkel bei die Stimmabgabe (Foto) (BPA). http://t.co/WlxZRMjhM9	NE ADJA NN NN APPR ART NN NN NN CARD	2/SB 0/-- 0/-- 3/NK 3/MNR 7/NK 5/NK 3/CJ 8/NK 9/NK	case=nom|*=True|num=sg case=nom|gender=masc|num=pl|comp=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
368757385764290560	negative	RT @Enigma424: Die #AfD fordert die katholische Kirche dazu auf, vor den #Piraten zu warnen. Geht''s noch dümmer? http://t.co/3fEvLgYnKx /vi...	RT @Enigma424: die #AfD fordern die katholisch Kirche dazu auf, vor die #Piraten zu warnen. Geht''s noch dümmer? http://t.co/3fEvLgYnKx /vi...	NE NN ART NN VVFIN ART ADJA NN PAV NE APPR ART NN PTKZU VVINF VVFIN ADV ADJA NN ADJA	2/NK 0/-- 4/NK 5/SB 0/-- 8/NK 8/NK 15/OA 10/NK 8/NK 15/MO 13/NK 11/NK 15/PM 5/OC 18/MO 18/MO 0/-- 20/SB 0/--	case=nom|*=True|num=sg case=acc|gender=fem|Sentiment::markable_286::Sentiment=True|num=sg case=nom|Sentiment::markable_286::Sentiment=True|Target::markable_286::Preferred=true|Target::markable_286::Anaphref=empty|Source::markable_290::Anaphref=empty|gender=fem|Source::markable_290::Source=True|Sentiment::markable_290::Sentiment=True|Sentiment::markable_290::Sarcasm=false|num=sg|Sentiment::markable_290::Polarity=negative|Sentiment::markable_290::Intensity=medium|Target::markable_286::Target=True case=nom|Sentiment::markable_286::Sentiment=True|num=sg|Source::markable_290::Source=True|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Sentiment::markable_286::Sentiment=True|mood=ind|EmoExpression::markable_290::SubjectiveFact=false|Target::markable_286::Target=True|EmoExpression::markable_290::Uncertain=false|Sentiment::markable_290::Sentiment=True|EmoExpression::markable_290::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_290::Intensity=medium|EmoExpression::markable_290::Sarcasm=false|EmoExpression::markable_290::EmoExpression=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|pos=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True case=dat|Sentiment::markable_286::Sentiment=True|Target::markable_290::Anaphref=empty|Target::markable_290::Preferred=true|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True|num=pl|Target::markable_290::Target=True case=dat|Sentiment::markable_286::Sentiment=True|num=pl|gender=fem|Target::markable_286::Target=True|Target::markable_290::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True gender=fem|Sentiment::markable_286::Sentiment=True|*=True|num=sg|pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True
382597548025733120	neutral	Der Alan Harper der deutschen Parteienlandschaft http://t.co/cdQnOxbmfj	die Alan Harper die deutsch Parteienlandschaft http://t.co/cdQnOxbmfj	ART NE NN ART ADJA NN NE	3/NK 3/PNC 0/-- 6/NK 6/NK 3/AG 6/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|gender=neut|num=sg
370215884674973696	neutral	RT @Howahkan: Wir wollten doch #S21 in den Wahlkampf tragen! Dann tut es und verwendet das Hashtag #btw13 in Euren Tweets! http://t.co/REf8...	RT @Howahkan: wir wollen doch #S21 in die Wahlkampf tragen! dann tun es und verwenden die Hashtag #btw13 in euer Tweets! http://t.co/REf8...	NE NN PPER VMFIN ADV CARD APPR ART NN VVFIN ADV VVFIN PPER KON VVFIN ART NN CARD APPR PPOSAT NN NN	2/PNC 0/-- 4/SB 0/-- 6/MO 10/MO 10/MO 9/NK 7/NK 4/OC 12/MO 0/-- 12/SB 12/CD 14/CJ 17/NK 15/OA 17/NK 15/MO 21/NK 19/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=neut|num=pl
377789137991892992	neutral	RT @die_linke_bw: Eva-Maria Glathe-Braun fand von den Grünen zur Partei "Die Linke" http://t.co/v9LEsqchnc	RT @die_linke_bw: Eva-Maria Glathe-Braun finden von die Grüne zu Partei "Die Linke" http://t.co/v9LEsqchnc	NE NN NE NE VVFIN APPR ART NN APPRART NN NN ADJA NN	2/NK 0/-- 4/PNC 5/SB 0/-- 5/MO 8/NK 6/NK 8/MNR 9/NK 10/NK 13/NK 5/OA	case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
374123588565360640	neutral	RT @tagesschau: #wahlschau - Social TV zum Duell der Kanzlerkandidaten http://t.co/BfA9GhiUo1 #wahlschau #Bundestagswahl #btw13	RT @tagesschau: #wahlschau - <UNKNOWN> TV zu Duell die Kanzlerkandidat http://t.co/BfA9GhiUo1 #wahlschau #Bundestagswahl #btw13	NE ADJA NN $( ADJD NE APPRART NN ART NN CARD NN NN CARD	0/-- 1/PNC 0/-- 3/-- 6/PNC 3/NK 3/MNR 7/NK 10/NK 8/AG 12/NK 10/AG 12/NK 13/NK	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=neut|num=sg _ pos=True case=nom|*=True|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _
352336152776294400	mixed	RT @ZDF: Wenn das mal keine Liebeserklärung an die Piraten war. Wenn von euch noch mal was schlechtes zu #lanz kommt... Dann!	RT @ZDF: wenn die mal keine Liebeserklärung an die Pirat war. wenn von ihr noch mal was schlecht zu #lanz kommt... Dann!	NE NN KOUS PDS ADV PIAT NN APPR ART NN ADJA KOUS APPR PPER ADV ADV PIAT ADJA APPR NN ADJA ADJA	2/PNC 0/-- 11/CP 11/SB 6/MO 7/NK 11/OA 7/MNR 10/NK 8/NK 0/-- 21/CP 18/SBP 13/NK 18/MO 15/MO 18/MO 21/OA 21/MO 19/NK 0/-- 0/--	case=nom|*=True|num=sg case=nom|*=True|Sentiment::markable_300::Sentiment=True|num=sg Sentiment::markable_300::Sentiment=True case=nom|gender=neut|Sentiment::markable_300::Sentiment=True|num=sg Sentiment::markable_300::Sentiment=True case=acc|num=sg|gender=fem|Negation::markable_303::Negation=True|Sentiment::markable_300::Sentiment=True|Negation::markable_303::EmoExpressionRef=emo-expression:markable_295 case=acc|EmoExpression::markable_295::Uncertain=false|EmoExpression::markable_295::Polarity=positive|gender=fem|EmoExpression::markable_295::EmoExpression=True|EmoExpression::markable_295::Sarcasm=false|num=sg|EmoExpression::markable_295::SubjectiveFact=false|Sentiment::markable_300::Sentiment=True|EmoExpression::markable_295::Intensity=medium Sentiment::markable_300::Sentiment=True case=acc|num=pl|Target::markable_302::Preferred=true|Target::markable_302::Anaphref=empty|gender=masc|Sentiment::markable_300::Sentiment=True|Target::markable_302::Target=True case=acc|gender=masc|Sentiment::markable_300::Sentiment=True|num=pl|Target::markable_302::Target=True case=acc|gender=fem|num=sg|sup=True _ _ case=dat|*=True|num=pl|pers=2 _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_299::Intensity=medium|EmoExpression::markable_299::Polarity=negative|EmoExpression::markable_299::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_299::SubjectiveFact=false|num=sg|EmoExpression::markable_299::Sarcasm=false|EmoExpression::markable_299::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|comp=True _
377853507602485248	neutral	via Kimbie Humer-vogl und das haben wir heute unter anderem im Ausschuss beschlossen: http://t.co/bfWXf399Xy	via Kimbie Humer-vogl und die haben wir heute unter andere in Ausschuss beschlossen: http://t.co/bfWXf399Xy	APPR NE NE KON PDS VAFIN PPER ADV APPR PIS APPRART NN ADJA NN	6/MO 3/PNC 1/NK 3/CD 4/CJ 0/-- 6/SB 6/MO 11/MO 9/NK 13/MO 11/NK 14/NK 6/OA	_ *=True case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl
