381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
381870535501545473	neutral	Berlin sieht man die Teilung durch das Wahlergebnis immer noch deutlich an: %Link btw13 Wahl Politik Osten Westen	Berlin sehen man die Teilung durch die Wahlergebnis immer noch deutlich an: %Link btw13 Wahl Politik Osten Weste|Westen	NE VVFIN PIS ART NN APPR ART NN ADV ADV ADJD NN XY ADJA NN NN NN NN	2/SB 0/-- 2/SB 5/NK 2/OA 2/MO 8/NK 6/NK 10/MO 2/MO 12/MO 2/MO 15/NK 15/NK 12/NK 12/MNR 16/NK 2/OA	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pos=True gender=neut|*=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
373899078779674625	positive	%Link news BDP lehnt linke und rechte Initiativen ab - Berner Zeitung	%Link news BDP lehnen links und recht|rechts Initiative ab - Berner Zeitung	XY ADJA NN VVFIN ADJA KON ADJA NN PTKVZ $( NN NN	0/-- 3/NK 4/SB 0/-- 8/NK 5/CD 6/CJ 4/OA 4/SVP 9/-- 4/PAR 11/NK	_ _ case=dat|Sentiment::markable_267::Sentiment=True|Source::markable_268::Anaphref=empty|Sentiment::markable_267::Polarity=positive|Sentiment::markable_267::Sarcasm=false|gender=neut|Sentiment::markable_267::Intensity=medium|num=sg|Source::markable_268::Source=True EmoExpression::markable_269::Intensity=medium|mood=ind|EmoExpression::markable_269::EmoExpression=True|EmoExpression::markable_269::SubjectiveFact=false|EmoExpression::markable_269::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_269::Polarity=negative|Sentiment::markable_267::Sentiment=True|EmoExpression::markable_269::Sarcasm=false case=acc|Sentiment::markable_267::Sentiment=True|gender=masc|pos=True|Target::markable_270::Target=True|num=pl|Target::markable_270::Preferred=true|Target::markable_270::Anaphref=empty Sentiment::markable_267::Sentiment=True|Target::markable_270::Target=True case=acc|Sentiment::markable_267::Sentiment=True|num=pl|gender=masc|pos=True|Target::markable_270::Target=True case=acc|gender=masc|num=pl|Sentiment::markable_267::Sentiment=True|Target::markable_270::Target=True EmoExpression::markable_269::EmoExpression=True|Sentiment::markable_267::Sentiment=True _ gender=masc|*=True case=nom|gender=fem|num=sg
383663517590888448	neutral	Vier Schläge hat OB Fritz Kuhn (Grüne) in Stuttgart gebraucht, dann war der Cannstatter Wasen eröffnet %Link.	vier Schlag haben OB Fritz Kuhn (Grüne) in Stuttgart gebraucht, dann sein die Cannstatter Wasen eröffnen %Link.	CARD NN VAFIN NE NE NE NN APPR NE NE ADV VAFIN ART NN NN VVFIN ADJA	2/NK 16/OA 0/-- 6/PNC 6/PNC 7/AG 3/SB 7/MNR 8/NK 7/UC 12/MO 16/MO 14/NK 12/SB 12/PD 3/OC 16/MO	_ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True
376796955097436160	neutral	Darf man einer Koalition, die keine 2/3-Mehrheit hat, noch von grosser Koalition sprechen? %Link SPD btw...	dürfen man eine Koalition, die keine 2/3-Mehrheit hat, noch von groß Koalition sprechen? %Link SPD btw...	VMFIN PIS ART NN ART PIAT NN NE ADV APPR ADJA NN VVPP XY NE ADJA	0/-- 1/SB 4/NK 13/DA 7/NK 7/NK 13/OA 7/NK 13/MO 13/SBP 12/NK 10/NK 1/OC 0/-- 16/OA 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
348360354595741697	negative	SPD und Grüne lehnen Kennzeichnungspflicht für Polizisten ab	SPD und Grüne lehnen Kennzeichnungspflicht für Polizist ab	NE KON NN VVFIN NN APPR NN APPR	4/SB 1/CD 2/CJ 0/-- 4/OA 5/MNR 6/NK 4/SVP	case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl mood=ind|EmoExpression::markable_10409993::Uncertain=false|EmoExpression::markable_10409993::EmoExpression=True|pers=3|EmoExpression::markable_10409993::SubjectiveFact=true|num=pl|tense=pres|EmoExpression::markable_10409993::Intensity=medium|EmoExpression::markable_10409993::Polarity=negative|EmoExpression::markable_10409993::Sarcasm=false case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl EmoExpression::markable_10409993::EmoExpression=True
374255034625572865	negative	Eigentlich fehlt nur noch Mourinho beim TV-Duell %Link tvduell merkel steinbrück fcb cfc	eigentlich fehlen nur noch Mourinho bei TV-Duell %Link tvduell merkel steinbrück fcb cfc	ADV VVFIN ADV ADV NE APPRART NN XY ADJD ADJA NN NN ADJA	2/MO 0/-- 11/MO 3/MO 11/AG 10/MO 6/NK 7/NK 10/MO 11/NK 2/SB 11/NK 5/UC	_ pers=3|num=sg|tense=pres|mood=ind _ _ case=gen|*=True|num=sg case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10409994::Uncertain=false|gender=masc|EmoExpression::markable_10409994::Intensity=weak|num=sg|EmoExpression::markable_10409994::Sarcasm=false|EmoExpression::markable_10409994::EmoExpression=True|EmoExpression::markable_10409994::SubjectiveFact=true|EmoExpression::markable_10409994::Polarity=negative case=dat|gender=masc|num=sg pos=True pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
374220121662689280	neutral	Warum wurde ich eigentlich nicht zum TVduell eingeladen?	warum werden ich eigentlich nicht zu TVduell eingeladen?	PWAV VAFIN PPER ADV PTKNEG APPRART NN ADJA	2/MO 0/-- 2/SB 2/MO 2/NG 2/MO 6/NK 2/MO	_ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
378095437086871552	negative	Wahlkampf mal anders: Irgendwelche Leute geben sich aus Mitglied bei uns zu sein und geben sich dann sogar mit...	Wahlkampf mal anders: irgendwelche Leute geben sich aus Mitglied bei wir zu sein und geben sich dann sogar mit...	NN ADV ADJD PIAT NN VVFIN PRF APPR NN APPR PPER PTKZU VAINF KON VVFIN PRF ADV ADV ADJA	13/PD 1/MO 4/MO 5/NK 6/SB 0/-- 6/OA 13/MO 8/NK 13/MO 10/NK 13/PM 6/OC 6/CD 14/CJ 15/OA 15/MO 19/MO 15/MO	case=nom|gender=masc|num=sg _ pos=True case=acc|EmoExpression::markable_10409995::Intensity=medium|gender=masc|EmoExpression::markable_10409995::Sarcasm=false|EmoExpression::markable_10409995::EmoExpression=True|EmoExpression::markable_10409995::Polarity=negative|num=pl|EmoExpression::markable_10409995::SubjectiveFact=false|EmoExpression::markable_10409995::Uncertain=false case=acc|*=True|num=pl|EmoExpression::markable_10409995::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=dat|gender=neut|num=sg _ case=dat|*=True|num=pl|pers=1 _ _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ pos=True
375667909307428864	positive	Die Leute wollen, dass es mit Angela Merkels weiter geht, meint Hose (CDU). DGBARBEIT	die Leute wollen, dass es mit Angela Merkel weiter geht, meinen Hose (CDU). DGBARBEIT	ART NN ADJA KOUS PPER APPR NE NE ADV NE VVFIN NN NN NN	2/NK 3/SB 0/-- 11/CP 11/EP 11/MO 8/PNC 6/NK 10/MO 11/SB 3/PAR 11/OA 12/NK 0/--	case=nom|Source::markable_272::Source=True|Sentiment::markable_271::Intensity=medium|Sentiment::markable_271::Sarcasm=false|*=True|Sentiment::markable_271::Sentiment=True|num=pl|Source::markable_272::Anaphref=empty|Sentiment::markable_271::Polarity=positive case=nom|*=True|num=pl|Sentiment::markable_271::Sentiment=True|Source::markable_272::Source=True pers=3|Sentiment::markable_271::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_271::Sentiment=True case=nom|gender=neut|Sentiment::markable_271::Sentiment=True|pers=3|Target::markable_274::Anaphref=empty|Target::markable_274::Preferred=true|num=sg|Target::markable_274::Target=True Target::markable_274::Target=True|Sentiment::markable_271::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_274::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_274::Target=True EmoExpression::markable_10409996::EmoExpression=True|Target::markable_274::Target=True|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_10409996::Polarity=positive|EmoExpression::markable_10409996::Intensity=medium|EmoExpression::markable_10409996::Sarcasm=false|EmoExpression::markable_10409996::Uncertain=false|EmoExpression::markable_10409996::SubjectiveFact=false case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
382617432999100416	neutral	Comment on Dimitri, hast Du nicht gehört was mit der FDP passiert ist? by OrthograVieh | %User	Comment on Dimitri, haben du nicht gehören was mit die FDP passieren ist? by OrthograVieh | %User	NN NE NE VAFIN PPER PTKNEG VVFIN PIS APPR ART NE VVFIN ADJA NE NN XY NE	4/SB 3/PNC 1/NK 0/-- 4/SB 7/NG 4/OC 7/SB 12/MO 11/NK 9/NK 7/PAR 12/MO 17/PNC 17/PNC 0/-- 0/--	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
362573233020608514	neutral	Was tut die CDU gegen die Salzeinleitungen? - %Link weser versalzung	was tun die CDU gegen die Salzeinleitungen? - %Link weser versalzung	PIS VVFIN ART NE APPR ART NN $( XY ADJA NN	2/OA 0/-- 4/NK 2/SB 2/MO 7/NK 5/NK 9/-- 0/-- 11/NK 0/--	case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=acc|gender=fem|num=sg
383643057654353920	positive	Teilnehmer berichten v bewegender Rede Steinbrück. Er ziehe sich zurück. Strebe keine Ämter mehr an. SPD GroKo	Teilnehmer berichten v bewegend Rede Steinbrück. er zeihen|ziehen sich zurück. Strebe keine Amt mehr an. SPD GroKo	NN VVFIN ADJA ADJA NN NE PPER VVFIN PRF ADJA NN PIAT NN PIAT NN NE NE	2/SB 0/-- 5/NK 5/NK 2/SB 2/OA 8/SB 0/-- 8/OA 8/MO 0/-- 13/NK 11/OA 15/NK 13/AG 17/PNC 0/--	case=nom|Sentiment::markable_275::Intensity=medium|Sentiment::markable_275::Sarcasm=false|gender=masc|Sentiment::markable_275::Polarity=positive|num=pl|Sentiment::markable_275::Sentiment=True|Source::markable_276::Anaphref=empty|Source::markable_276::Source=True pers=3|Sentiment::markable_275::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_275::Sentiment=True|num=pl|pos=True case=gen|Target::markable_277::Target=True|EmoExpression::markable_278::Uncertain=false|gender=masc|Target::markable_277::Preferred=true|pos=True|EmoExpression::markable_278::EmoExpression=True|EmoExpression::markable_278::Sarcasm=false|Sentiment::markable_275::Sentiment=True|num=pl|EmoExpression::markable_278::SubjectiveFact=false|EmoExpression::markable_278::Polarity=positive|EmoExpression::markable_278::Intensity=medium|Target::markable_277::Anaphref=empty case=acc|gender=fem|Sentiment::markable_275::Sentiment=True|num=sg|Target::markable_277::Target=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=subj case=acc|pers=3|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=pl *=True *=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
383574534013870080	neutral	Nach der Wahl hat Lafontaine auch seinem alten Duzfreund Rainer Brüderle von der FDP gesimst. Der hat über ihn...	nach die Wahl haben Lafontaine auch sein alt Duzfreund Rainer Brüderle von die FDP gesimst. die haben über ihn...	APPR ART NN VAFIN NE ADV PPOSAT ADJA NN NE NN APPR ART NE NE ART VAFIN APPR ADJA	4/MO 3/NK 1/NK 0/-- 4/SB 9/MO 9/NK 9/NK 4/MO 9/NK 4/OA 4/MO 14/NK 12/NK 4/OA 17/SB 0/-- 17/MO 18/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=sg
370910985852563456	positive	Dieses Afd-#Gift als Wahlhilfe haben DieGrünen und die SPD nicht nötig.	dies Afd-#Gift als Wahlhilfe haben DieGrünen und die SPD nicht nötig.	PDAT NN KOKOM NN VAFIN NE KON ART NE PTKNEG ADJA	2/NK 5/SB 4/CM 2/CC 0/-- 5/SB 6/CD 9/NK 7/CJ 11/NG 5/MO	case=nom|gender=neut|Sentiment::markable_279::Polarity=positive|num=sg|Sentiment::markable_279::Sentiment=True|Target::markable_280::Target=True|Target::markable_280::Preferred=true|Target::markable_280::Anaphref=empty|Sentiment::markable_279::Intensity=medium|Sentiment::markable_279::Sarcasm=false case=nom|EmoExpression::markable_281::EmoExpression=True|EmoExpression::markable_281::Sarcasm=false|gender=neut|EmoExpression::markable_281::Polarity=negative|EmoExpression::markable_281::SubjectiveFact=false|num=sg|Sentiment::markable_279::Sentiment=True|Target::markable_280::Target=True|EmoExpression::markable_281::Intensity=medium|EmoExpression::markable_281::Uncertain=false _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
363645154810290177	negative	Auch Piraten ketten sich mit Fahrradschlössern an. Polizei hat Räumung angekündigt. BadNenndorf	auch Pirat ketten sich mit Fahrradschlössern an. Polizei haben Räumung angekündigt. BadNenndorf	ADV NN VVFIN PRF APPR NN NE NN VAFIN NN ADJA NN	2/MO 3/SB 0/-- 3/OA 3/MO 5/NK 6/NK 9/SB 0/-- 9/SB 9/MO 0/--	_ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_10409997::Intensity=medium|EmoExpression::markable_10409997::Uncertain=false|EmoExpression::markable_10409997::SubjectiveFact=true|gender=fem|EmoExpression::markable_10409997::EmoExpression=True|num=sg|EmoExpression::markable_10409997::Sarcasm=false|EmoExpression::markable_10409997::Polarity=negative _ case=nom|gender=neut|num=sg
370924318307659776	neutral	Wahlwerbespots von CDU und SPD: 90 Sekunden Merkel, 9 Sekunden Steinbrück - Spiegel Online	Wahlwerbespot von CDU und SPD: 90 Sekunde Merkel, 9 Sekunde Steinbrück - Spiegel Online	NN APPR NE KON NE CARD NN NE CARD NN NN $( NN NE	0/-- 1/PG 2/NK 3/CD 4/CJ 7/NK 1/CJ 7/NK 10/NK 7/CJ 10/NK 11/-- 10/PAR 13/NK	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl
384700063076728832	neutral	Wahlen: Ouml;sterreich steuert wieder auf grosse Koalition zu... : Ouml;sterreichs SPOuml;-Chef und Bundeskanzle...	Wahlen: Ouml;sterreich steuern wieder auf groß Koalition zu... : Ouml;sterreichs SPOuml;-Chef und Bundeskanzle...	NN NN VVFIN ADV APPR ADJA NN NE $. NN NN KON NN	3/SB 1/NK 0/-- 3/MO 3/MO 7/NK 5/NK 7/NK 0/-- 0/-- 10/NK 11/CD 12/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|*=True|num=sg _ case=gen|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
374890718466031617	negative	Im Übrigen sind NAZI-Vergleiche für eine Partei, die "neue Politik" machen will völlig inakzeptabel! Piraten-	in Übrige sein NAZI-Vergleiche für eine Partei, die "neue Politik" machen wollen völlig inakzeptabel! Piraten-	APPRART NN VAFIN NN APPR ART NN ART NN NN VVINF VMFIN ADJD ADJA TRUNC	3/MO 1/NK 0/-- 3/SB 4/MNR 7/NK 5/NK 9/NK 12/SB 11/OA 12/OC 4/RC 14/MO 3/OC 0/NK	case=dat|num=sg|Sentiment::markable_282::Sentiment=True|Sentiment::markable_282::Sarcasm=false|Sentiment::markable_282::Polarity=negative|gender=neut|Sentiment::markable_282::Intensity=strong case=dat|gender=neut|num=sg|Sentiment::markable_282::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_282::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_282::Sentiment=True Intensifier::markable_286::Intensifier=True|Intensifier::markable_286::EmoExpressionRef=emo-expression:markable_285|Intensifier::markable_286::Degree=strong|pos=True|Sentiment::markable_282::Sentiment=True Target::markable_283::Anaphref=empty|Target::markable_283::Target=True|Target::markable_283::Preferred=true|pos=True|Sentiment::markable_282::Sentiment=True _
377859108054917120	negative	Die FDP- sind auch nur die Daleks der deutschen Politik.	die FDP- sein auch nur die Daleks die deutsch Politik.	ART TRUNC VAFIN ADV ADV ART NN ART ADJA NN	2/NK 3/PD 0/-- 7/MO 7/MO 7/NK 3/SB 10/NK 10/NK 7/AG	case=nom|num=pl|Target::markable_289::Preferred=true|Sentiment::markable_287::Sentiment=True|gender=masc|Target::markable_289::Anaphref=empty|Target::markable_289::Target=True Sentiment::markable_287::Sentiment=True pers=3|Sentiment::markable_287::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_287::Sentiment=True Sentiment::markable_287::Sentiment=True case=nom|EmoExpression::markable_290::Uncertain=false|EmoExpression::markable_290::EmoExpression=True|EmoExpression::markable_290::SubjectiveFact=false|Sentiment::markable_287::Sentiment=True|EmoExpression::markable_290::Sarcasm=false|*=True|EmoExpression::markable_290::Polarity=negative|num=pl|EmoExpression::markable_290::Intensity=medium case=nom|*=True|num=pl|EmoExpression::markable_290::EmoExpression=True|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|pos=True|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_287::Sentiment=True
