375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
346374044158926849	neutral	CL Halbfinale Real - Bayern 2001 und man fragt sich, wie es sein konnte, dass Linke da mitgespielt hat.	CL halbfinal Real - Bayern @card@ und man fragen sich, wie es sein konnte, dass Linke da mitspielen hat.	NE ADJA NN $( NE CARD KON PIS VVFIN NE KOKOM PPER VAINF VVFIN KOUS NN ADV VVPP NE	2/ADC 3/NK 14/SB 3/-- 3/NK 5/NK 6/CD 9/SB 7/CJ 9/SB 12/CM 13/PD 9/OC 0/-- 18/CP 18/SB 18/MO 14/MO 14/OA	*=True *=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=pl _ _ case=acc|*=True|num=sg
381853150564872193	positive	Wenn bald die gesamte Jugend wählen darf kann die CDU adieu sagen. Hier ist jeder für die Adoption für gleichgeschlechtlich...	wenn bald die gesamt Jugend wählen dürfen können die CDU adieu sagen. hier sein jede für die Adoption für gleichgeschlechtlich...	KOUS ADV ART ADJA NN VVINF VMFIN VMFIN ART NE ADV ADJD ADV VAFIN PIS APPR ART NN APPR ADJA	7/CP 7/MO 5/NK 5/NK 7/SB 7/OC 8/MO 0/-- 10/NK 8/SB 12/MO 8/MO 14/MO 0/-- 14/SB 14/MO 18/NK 16/NK 18/MNR 19/NK	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_104010200::SubjectiveFact=false|EmoExpression::markable_104010200::Polarity=negative|EmoExpression::markable_104010200::Sarcasm=false|EmoExpression::markable_104010200::Uncertain=false|EmoExpression::markable_104010200::EmoExpression=True|EmoExpression::markable_104010200::Intensity=medium pos=True Sentiment::markable_95::Intensity=medium|Sentiment::markable_95::Sarcasm=false|Sentiment::markable_95::Polarity=positive|Sentiment::markable_95::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|mood=ind|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=positive|pers=3|Sentiment::markable_95::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_97::SubjectiveFact=false|EmoExpression::markable_97::Uncertain=false case=nom|Sentiment::markable_95::Sentiment=True|num=sg|Source::markable_96::Source=True|Source::markable_96::Anaphref=empty|gender=masc Sentiment::markable_95::Sentiment=True|EmoExpression::markable_97::EmoExpression=True case=acc|Target::markable_98::Anaphref=empty|num=sg|Target::markable_98::Preferred=true|Sentiment::markable_95::Sentiment=True|gender=fem|Target::markable_98::Target=True case=acc|gender=fem|num=sg|Target::markable_98::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_98::Target=True case=acc|*=True|num=sg|Target::markable_98::Target=True|Sentiment::markable_95::Sentiment=True
383291749440831489	neutral	Bald beginnt das letzte TV-Duell ORFwahl13. ÖVP vs SPÖ war ja schon dran. War wie Championsleague-Finale 2003/04	bald beginnen die letzt TV-Duell ORFwahl13. ÖVP V SPÖ sein ja schon dran. sein wie Championsleague-Finale @card@	ADV VVFIN ART ADJA NN NN NN NN NE VAFIN ADV ADV NE VAFIN KOKOM NN CARD	2/MO 0/-- 5/NK 5/NK 2/SB 5/NK 10/SB 7/NK 8/NK 0/-- 10/MO 13/MO 10/SB 0/-- 16/CM 14/MO 16/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _ *=True pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg _
382763706721271808	neutral	Gestern arte über GoldmanSachs. Da fällt einem nichts mehr zu ein. Aber der Wähler wollte es wieder so	Gestern arten über GoldmanSachs. da fallen|fällen eine nichts mehr zu ein. aber die Wähler wollen es wieder so	NN VVFIN APPR NE ADV VVFIN ART PIS ADV APPR NE KON ART NN VMFIN PPER ADV ADV	2/SB 0/-- 2/MO 3/NK 6/MO 0/-- 6/SB 6/SB 8/MO 6/MO 10/NK 15/JU 14/NK 15/SB 0/-- 15/EP 15/MO 15/MO	case=nom|gender=fem|num=pl pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg gender=neut|*=True _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _
359347420871655426	neutral	Da müsst ich ja ganz von vorn anfangen - die Grünen hatten bei der Ltw im März 158 Stimmen, das Potential wär also schon da	da müssen ich ja ganz von vorn anfangen - die Grüne haben bei die Ltw in März @card@ Stimmen, die Potential wär also schon da	ADV VMFIN PPER ADV ADV APPR ADV VVINF $( ART NN VAFIN APPR ART NN APPRART NN CARD NN ART NN ADJD ADV ADV ADV	2/MO 0/-- 2/SB 2/MO 6/MO 8/MO 6/NK 2/OC 8/-- 11/NK 12/SB 2/CJ 2/MO 15/NK 13/NK 15/MNR 16/NK 19/NK 12/SB 21/NK 2/SB 2/MO 2/MO 25/MO 2/MO	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ gender=neut|*=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _
347501877128224769	neutral	direngeziparki was hat die piratenpartei bis jetzt für die jungen türken gemacht ausser sie gegen das eigene land zu hetzen ?	direngeziparki was haben die piratenpartei bis jetzt für die jung Türke machen außer sie gegen die eigen Land zu hetzen ?	NE PIS VAFIN ART NN KON ADV APPR ART ADJA NN VVPP APPR PPER APPR ART ADJA NN PTKZU VVINF $.	2/PNC 3/SB 0/-- 5/NK 12/OA 8/AC 8/MO 12/MO 11/NK 11/NK 8/NK 3/OC 20/MO 13/NK 20/MO 18/NK 18/NK 15/NK 20/PM 12/OC 20/--	case=nom|*=True|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ _ case=acc|gender=fem|num=pl|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _ _
378754464322445312	neutral	Heute auf dem Programm: Infostände in Duvenstedt (10.00-11.00) und Mühlenkamp (11.30-13.00) und Anti-Nazi-Kundgebung in Langenhorn (14.00).	heute auf die Programm: Infostand in Duvenstedt (10.00-11.00) und Mühlenkamp (11.30-13.00) und Anti-Nazi-Kundgebung in Langenhorn (14.00).	ADV APPR ART ADJA NN APPR NE TRUNC KON NN TRUNC KON NN APPR NE NN	2/MO 0/-- 5/NK 5/NK 2/NK 5/MNR 6/NK 9/CJ 10/CD 5/PAR 12/CJ 13/CD 10/NK 10/MNR 14/NK 15/PNC	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
363754885130764288	positive	Das ist das beste Plakat!	die sein die gut Plakat!	PDS VAFIN ART ADJA NN	2/SB 0/-- 5/NK 5/NK 2/PD	case=nom|Target::markable_100500165::Anaphref=empty|Target::markable_100500165::Preferred=true|gender=neut|Sentiment::markable_99::Polarity=positive|num=sg|Sentiment::markable_99::Intensity=strong|Target::markable_100500165::Target=True|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_99::Sentiment=True case=nom|EmoExpression::markable_101::EmoExpression=True|gender=neut|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Uncertain=false|num=sg|sup=True|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_101::Intensity=strong case=nom|gender=neut|num=sg
366628617263910913	neutral	Gabriel SPD- hat bzgl. Hitlers Ehrenbürgerschaft v. Goslar ''nen Bock geschossen, auf dem ich gedenke, bis zur BTW13 rumz...	Gabriel SPD- haben bzgl. Hitler Ehrenbürgerschaft von Goslar ''nen Bock geschossen, auf die ich gedenke, bis zu BTW13 rumz...	NE TRUNC VAFIN APPR NE NN APPR NN NN NE NE APPR ART PPER NE APPR APPRART NN ADJA	3/SB 4/CJ 0/-- 9/MNR 6/AG 4/NK 6/MNR 7/NK 3/SB 11/PNC 9/NK 9/MNR 15/NK 15/SB 12/NK 17/AC 19/MO 17/NK 15/UC	case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=gen|*=True|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True
367635196201672704	neutral	CDU-Wahlplakat-Generator | TITANIC - Das endgültige Satiremagazin	CDU-Wahlplakat-Generator | TITANIC - die endgültig Satiremagazin	NN XY NE $( ART ADJA NN	0/-- 0/-- 1/NK 5/-- 7/NK 7/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
350479992766992384	neutral	In der Regierung hätte sich die SPD und ihr vortragender Kanzler nicht anders entschieden, gazprom SchämtEuch	in die Regierung haben sich die SPD und ihr vortragend Kanzler nicht anders entschieden, gazprom SchämtEuch	APPR ART NN VAFIN PRF ART NE KON PPOSAT ADJA NN PTKNEG ADV NE NN NN	4/MO 3/NK 1/NK 0/-- 13/OA 7/NK 13/SB 7/CD 11/NK 11/NK 8/CJ 13/NG 15/MO 15/PNC 4/SB 4/OA	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
352330798940176384	neutral	Am 12.Junli findet unsere nächste Vorstandssitzung in der SPD-Geschäftsstelle Darmstadt statt. Jusos	an 12.Junli finden unser nah Vorstandssitzung in die SPD-Geschäftsstelle Darmstadt statt. Juso	APPRART NN VVFIN PPOSAT ADJA NN APPR ART NN NE NE NN	3/MO 1/NK 0/-- 6/NK 6/NK 3/SB 3/MO 9/NK 7/NK 9/NK 3/SVP 0/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=pl
382042468385968128	neutral	Hier nochmal das vorl. amtl. Endergebnis: CDU/CSU 41,5 %, SPD 25,7 %, Die Linke 8,6 %, Grüne 8,4 %, FDP 4,8 %, AfD 4,7 %...	hier nochmal die vorl. amtl. Endergebnis: CDU/CSU @card@ %, SPD @card@ %, die link @card@ %, Grüne @card@ %, FDP @card@ %, AfD @card@ %...	ADV ADV ART ADJA ADJA NN NE CARD NN NE CARD NN ART ADJA CARD NN NN CARD NN NE CARD NN NE CARD NN	2/MO 5/MO 5/NK 5/NK 0/-- 0/-- 6/NK 9/NK 6/CJ 9/NK 12/NK 9/CJ 16/NK 16/NK 16/NK 12/AG 16/NK 19/NK 12/CJ 19/NK 22/NK 19/CJ 22/NK 25/NK 22/OA	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=gen|*=True|num=pl|pos=True case=nom|*=True|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True
365031451286589440	neutral	Wahlideen auf dem Prüfstand: Der fahrscheinlose Nahverkehr %Link via %User	Wahlideen auf die Prüfstand: die fahrscheinlose Nahverkehr %Link via %User	NN APPR ART NN ART ADJA NN XY APPR NE	0/-- 1/MNR 4/NK 2/NK 7/NK 7/NK 1/APP 7/NK 7/MO 9/NK	case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
369818482286034944	neutral	Sonntagsfrage zur btw13 INSA/BILD: CDU/CSU 38 %, SPD 26 %, GRÜ 15 %, LIN 8 %, FDP 5 %, PIR 3 %, AfD 3 %, So ein 2 % - htt...	Sonntagsfrage zu btw13 INSA/BILD: CDU/CSU @card@ %, SPD 26 %, GRÜ 15 %, LIN 8 %, FDP 5 %, Pir 3 %, AfD 3 %, so eine 2 % - htt...	NN APPRART ADJA NN NE CARD NN NE CARD NN NE CARD NN NE CARD NN NE CARD NN NE CARD NN NE CARD NN ADV ART CARD NN $( NN	0/-- 1/MNR 4/NK 2/NK 4/NK 7/NK 1/CJ 7/NK 10/NK 7/CJ 10/NK 13/NK 10/CJ 13/NK 16/NK 13/CJ 16/NK 19/NK 16/CJ 19/NK 22/NK 19/CJ 22/NK 25/NK 22/NK 29/MO 29/NK 29/NK 22/CJ 29/-- 29/NK	case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg
373468417938169856	neutral	"Syrer statt Führer" na endlich hat''s auch die NPD verstanden Satire npd berlin btw13 %User	"Syrer statt Führer" na endlich hat''s auch die NPD verstehen Satire npd Berlin btw13 %User	NN APPR NN ITJ ADV VVFIN ADV ART NE VVPP NN VVFIN NE VVFIN NE	6/SB 1/MNR 2/NK 11/NK 1/MO 0/-- 9/MO 9/NK 6/SB 6/MO 12/OA 6/CJ 12/OA 12/MO 14/OA	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
376013814862737410	neutral	fpö- wähler auf der mahü Weltoffene Menschen. Wie man sie so oft in der Parteibasis findet. Alles voller Liebä	fpö- Wähler auf die mahü weltoffen Menschen. wie man sie so oft in die Parteibasis findet. alle voll Liebä	NN NN APPR ART NE ADJA NN KOUS PIS PPER ADV ADV APPR ART NN NE PIAT ADJA NE	0/-- 1/NK 1/MO 5/NK 6/DA 7/NK 3/NK 13/CM 13/SB 12/OA 12/MO 13/MO 0/-- 15/NK 13/NK 15/NK 19/NK 19/NK 0/--	_ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _ case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=3 _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
369780811857690624	positive	sieht wohl fast so aus, als wären demnächst wahlen D: ^^	sehen wohl fast so aus, als sein demnächst wahlen D: ^^	VVFIN ADV ADV ADV NE KOKOM VAFIN ADV ADJA NN ADJA	11/MO 1/MO 4/MO 5/MO 0/-- 7/CM 4/CC 7/MO 10/NK 1/OA 0/--	pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ pers=3|num=pl|tense=past|mood=subj _ case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|gender=masc|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|num=sg|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Intensity=strong case=acc|gender=masc|num=sg|pos=True
381824163385987072	neutral	Mein Statement zur AfD: Wenn du nicht weisst, ob FDP oder NPD, wählst du wohl die AfD.	mein Statement zu AfD: wenn du nicht weisst, ob FDP oder NPD, wählen du wohl die AfD.	PPOSAT NN APPRART NN KOUS PPER PTKNEG NE APPR NE KON NE VVFIN PPER ADV ART ADJA	2/NK 13/OA 2/MNR 3/NK 8/CP 8/SB 8/NG 4/NK 4/MNR 9/NK 10/CD 11/CJ 0/-- 13/OA 13/MO 17/NK 13/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 _ _ _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True
380242859103756288	neutral	Die Linke will einen Mindestlohn von 10 Euro, warum ist der Betrag höher als bei anderen Parteien? fragpetra	die Linke wollen eine Mindestlohn von 10 Euro, warum sein die Betrag hoch als bei andere Parteien? fragpetra	ART NN VMFIN ART NN APPR CARD NN PWAV VAFIN ART NN ADJD KOKOM APPR PIS NN NE	2/NK 3/SB 0/-- 5/NK 3/OA 5/MNR 8/NK 6/NK 10/MO 5/OC 12/NK 10/SB 10/PD 15/CM 13/CC 17/NK 15/NK 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ gender=masc|*=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg comp=True _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl _
383203234464407552	neutral	Der Gregor Gysi hat eine Idee Linke Piraten CDU Merkel CSU FDP AfD SPD Grüne BTW13 %Link via ...	die Gregor Gysi haben eine Idee link Pirat CDU Merkel CSU FDP AfD SPD grün BTW13 %Link via ...	ART NE NE VAFIN ART NN ADJA NN NE NE NE NE NE NE ADJA NN XY APPR $.	3/NK 3/PNC 4/SB 0/-- 6/NK 4/SB 8/NK 4/OA 10/PNC 8/NK 12/PNC 8/PAR 14/PNC 12/NK 16/NK 8/PAR 16/NK 16/PD 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
382878274403057664	neutral	Warnung vor einer Minderheitsregierung: CDU-Politiker bringt Neuwahlen ins Spiel %Link via %User	Warnung vor eine Minderheitsregierung: CDU-Politiker bringen Neuwahl in Spiel %Link via %User	NN APPR ART ADJA NN VVFIN NN APPRART NN XY APPR NE	6/SB 1/OP 5/NK 5/NK 2/NK 0/-- 6/OA 6/MO 8/NK 9/NK 9/MNR 11/NK	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg *=True|pos=True case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg
