369517901734096896	positive	Piraten bei puls4! gleich geht los %PosSmiley %Link	Pirat bei puls4! gleich gehen los %PosSmiley %Link	NN APPR ADJD ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 5/MO 0/-- 5/SVP 6/NK 6/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
380725738938580992	positive	oh ja, wir wollen dass das Verfahren schneller geht, ohne Ghettoisierung und das sie arbeiten dürfen. Wir Bösen! afd+	oh ja, wir wollen dass die Verfahren schnell geht, ohne Ghettoisierung und die sie arbeiten dürfen. wir Bösen! afd+	ITJ NE PPER VMINF KOUS ART NN ADJD NE APPR NN KON ART PPER VVFIN NE PPER ADJA ADJA	2/NK 15/SB 2/SB 15/MO 7/CP 7/NK 15/CJ 9/NK 7/AG 7/MNR 10/NK 15/CD 12/CJ 15/SB 0/-- 15/OA 18/SB 0/-- 0/--	Sentiment::markable_272::Polarity=positive|Sentiment::markable_272::Sentiment=True|Sentiment::markable_272::Sarcasm=false|Sentiment::markable_272::Intensity=medium pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_272::Sentiment=True case=nom|pers=1|Source::markable_273::Source=True|num=pl|Source::markable_273::Anaphref=empty|*=True|Sentiment::markable_272::Sentiment=True mood=ind|EmoExpression::markable_274::Sarcasm=false|pers=1|EmoExpression::markable_274::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_274::SubjectiveFact=false|EmoExpression::markable_274::Intensity=medium|EmoExpression::markable_274::Polarity=positive|EmoExpression::markable_274::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=nom|Target::markable_275::Anaphref=empty|num=sg|gender=neut|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True|Target::markable_275::Preferred=true case=nom|gender=neut|num=sg|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True comp=True|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True case=acc|EmoExpression::markable_10409150::Intensity=medium|EmoExpression::markable_10409150::SubjectiveFact=true|gender=fem|Target::markable_275::Target=True|num=sg|EmoExpression::markable_10409150::Polarity=negative|EmoExpression::markable_10409150::Uncertain=false|EmoExpression::markable_10409150::Sarcasm=false|EmoExpression::markable_10409150::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_272::Sentiment=True case=nom|Target::markable_276::Preferred=true|gender=masc|Target::markable_276::Anaphref=empty|pers=3|num=pl|Target::markable_276::Target=True|Sentiment::markable_272::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_272::Sentiment=True|Target::markable_276::Target=True case=acc|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _
375228423125622785	positive	Bei "Die Linke" fleissig Unterschriften gesammelt für die %User -Petition zum gesetzlichen Mindestlohn...	bei "Die Linke" fleißig Unterschrift sammeln für die %User -Petition zu gesetzlich Mindestlohn...	APPR NN VVFIN ADJD NN VVPP APPR ART NE NN APPRART ADJA NN	3/MO 1/NK 0/-- 3/MO 3/OA 5/MNR 6/MO 10/NK 10/NK 7/NK 3/MO 13/NK 11/NK	_ case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_277::EmoExpression=True|EmoExpression::markable_277::Sarcasm=false|EmoExpression::markable_277::Uncertain=false|EmoExpression::markable_277::Intensity=medium|EmoExpression::markable_277::Polarity=positive|pos=True|EmoExpression::markable_277::SubjectiveFact=false case=acc|gender=fem|num=pl _ _ case=acc|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
381713025738096641	negative	Wahlen 2013, heute Deutschland "Situation ernst, aber nicht hoffnungslos" in 7 Tagen Österreich "hoffnungslos, aber nicht ernst" btw13	Wahl @card@ heute Deutschland "Situation ernst, aber nicht hoffnungslos" in 7 Tag Österreich "hoffnungslos, aber nicht ernst" btw13	NN CARD ADV NE NN NE ADV PTKNEG ADJD APPR CARD NN NE NE ADV PTKNEG ADJD CARD	0/-- 1/NK 5/MO 5/NK 1/CJ 5/NK 9/MO 9/NG 5/PAR 9/MO 12/NK 10/NK 14/PNC 12/NK 1/MNR 1/NG 1/PD 0/--	case=nom|gender=fem|num=pl _ _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_278::Sentiment=True|EmoExpression::markable_280::SubjectiveFact=false|EmoExpression::markable_280::Sarcasm=false|gender=fem|EmoExpression::markable_280::Polarity=negative|EmoExpression::markable_280::Intensity=medium|EmoExpression::markable_280::Uncertain=false|num=sg|EmoExpression::markable_280::EmoExpression=True case=nom|gender=fem|Sentiment::markable_278::Sentiment=True|num=sg Sentiment::markable_278::Sentiment=True Negation::markable_282::Negation=True|Sentiment::markable_278::Sentiment=True|Negation::markable_282::EmoExpressionRef=emo-expression:markable_281 pos=True _ _ case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ Negation::markable_285::Negation=True|Negation::markable_285::EmoExpressionRef=emo-expression:markable_284 pos=True _
346499921832194051	neutral	Die Vorstandsmitglieder kennen es noch nicht, sollen aber am Sonntag beschliessen: Das CDU-Wahlpogramm. Wir haben es: ht...	die Vorstandsmitglied kennen es noch nicht, sollen aber an Sonntag beschliessen: die CDU-Wahlpogramm. wir haben es: ht...	ART NN VVFIN PPER ADV NE VMFIN ADV APPRART NN VVFIN ART NN PPER VAFIN ADJA NN	2/NK 3/OA 0/-- 3/OA 3/MO 7/SB 4/RE 7/MO 11/MO 9/NK 7/OC 13/NK 3/OA 15/SB 0/-- 17/NK 15/OA	case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
377175517700829185	neutral	MiniKrimis im WahlKampf! Ein Beitrag der IsarChillies München!	MiniKrimis in WahlKampf! eine Beitrag die IsarChillies München!	NN APPRART NN ART NN ART NN NE	0/-- 1/MNR 2/NK 5/NK 0/-- 7/NK 5/AG 7/NK	case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=neut|num=sg
381785459242070016	neutral	Kanzlerin Merkel bei der Stimmabgabe (Foto) (BPA).	Kanzlerin Merkel bei die Stimmabgabe (Foto) (BPA).	NN NE APPR ART NN NN NN	0/-- 1/NK 1/MNR 5/NK 3/NK 5/NK 6/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
368757385764290560	negative	Die AfD fordert die katholische Kirche dazu auf, vor den Piraten zu warnen. Geht''s noch dümmer? %Link /vi...	die AfD fordern die katholisch Kirche dazu auf, vor die Pirat zu warnen. Geht''s noch dümmer? %Link /vi...	ART NN VVFIN ART ADJA NN PAV NE APPR ART NN PTKZU VVINF VVFIN ADV ADJA XY ADJA	2/NK 3/SB 0/-- 6/NK 6/NK 13/OA 8/NK 6/NK 13/MO 11/NK 9/NK 13/PM 3/OC 16/MO 16/MO 0/-- 0/-- 0/--	case=nom|Sentiment::markable_286::Sentiment=True|Target::markable_286::Preferred=true|Target::markable_286::Anaphref=empty|Source::markable_290::Anaphref=empty|gender=fem|Source::markable_290::Source=True|Sentiment::markable_290::Sentiment=True|Sentiment::markable_290::Sarcasm=false|num=sg|Sentiment::markable_290::Polarity=negative|Sentiment::markable_290::Intensity=medium|Target::markable_286::Target=True case=nom|Sentiment::markable_286::Sentiment=True|num=sg|Source::markable_290::Source=True|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Sentiment::markable_286::Sentiment=True|mood=ind|EmoExpression::markable_290::SubjectiveFact=false|Target::markable_286::Target=True|EmoExpression::markable_290::Uncertain=false|Sentiment::markable_290::Sentiment=True|EmoExpression::markable_290::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_290::Intensity=medium|EmoExpression::markable_290::Sarcasm=false|EmoExpression::markable_290::EmoExpression=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|pos=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True case=dat|Sentiment::markable_286::Sentiment=True|Target::markable_290::Anaphref=empty|Target::markable_290::Preferred=true|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True|num=pl|Target::markable_290::Target=True case=dat|Sentiment::markable_286::Sentiment=True|num=pl|gender=fem|Target::markable_286::Target=True|Target::markable_290::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True gender=fem|*=True|num=sg|pos=True _ case=dat|*=True|num=sg|pos=True
382597548025733120	neutral	Der Alan Harper der deutschen Parteienlandschaft	die Alan Harper die deutsch Parteienlandschaft	ART NE NN ART ADJA NN	3/NK 3/PNC 0/-- 6/NK 6/NK 3/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl
370215884674973696	neutral	Wir wollten doch S21 in den Wahlkampf tragen! Dann tut es und verwendet das Hashtag btw13 in Euren Tweets!...	wir wollen doch S21 in die Wahlkampf tragen! dann tun es und verwenden die Hashtag btw13 in euer Tweets!...	PPER VMFIN ADV CARD APPR ART NN VVFIN ADV VVFIN PPER KON VVFIN ART NN CARD APPR PPOSAT NN	2/SB 0/-- 4/MO 8/MO 8/MO 7/NK 5/NK 2/OC 10/MO 0/-- 10/SB 10/CD 12/CJ 15/NK 13/OA 15/NK 13/MO 19/NK 17/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl
377789137991892992	neutral	Eva-Maria Glathe-Braun fand von den Grünen zur Partei "Die Linke"	Eva-Maria Glathe-Braun finden von die Grüne zu Partei "Die Linke"	NE NE VVFIN APPR ART NN APPRART NN NN ADJA	2/PNC 3/SB 0/-- 3/MO 6/NK 4/NK 6/MNR 7/NK 8/NK 6/UC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
374123588565360640	neutral	wahlschau - Social TV zum Duell der Kanzlerkandidaten %Link wahlschau Bundestagswahl btw13	wahlschau - <UNKNOWN> TV zu Duell die Kanzlerkandidat %Link wahlschau Bundestagswahl btw13	NN $( ADJD NE APPRART NN ART NN XY ADJA NN ADJA	12/MO 1/-- 12/MO 12/OA 12/MO 5/NK 8/NK 6/AG 0/-- 11/NK 8/AG 0/--	case=nom|gender=neut|num=sg _ pos=True case=nom|*=True|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True
352336152776294400	mixed	Wenn das mal keine Liebeserklärung an die Piraten war. Wenn von euch noch mal was schlechtes zu lanz kommt... Dann!	wenn die mal keine Liebeserklärung an die Pirat war. wenn von ihr noch mal was schlecht zu lanz kommt... Dann!	KOUS PDS ADV PIAT NN APPR ART NN ADJA KOUS APPR PPER ADV ADV PIAT ADJA APPR NN ADJA ADJA	9/CP 9/SB 4/MO 5/NK 9/OA 5/MNR 8/NK 6/NK 0/-- 19/CP 19/MO 11/NK 16/MO 13/MO 16/MO 11/MNR 19/MO 17/NK 0/-- 0/--	Sentiment::markable_300::Sentiment=True case=nom|gender=neut|Sentiment::markable_300::Sentiment=True|num=sg Sentiment::markable_300::Sentiment=True case=acc|num=sg|gender=fem|Negation::markable_303::Negation=True|Sentiment::markable_300::Sentiment=True|Negation::markable_303::EmoExpressionRef=emo-expression:markable_295 case=acc|EmoExpression::markable_295::Uncertain=false|EmoExpression::markable_295::Polarity=positive|gender=fem|EmoExpression::markable_295::EmoExpression=True|EmoExpression::markable_295::Sarcasm=false|num=sg|EmoExpression::markable_295::SubjectiveFact=false|Sentiment::markable_300::Sentiment=True|EmoExpression::markable_295::Intensity=medium Sentiment::markable_300::Sentiment=True case=acc|num=pl|Target::markable_302::Preferred=true|Target::markable_302::Anaphref=empty|gender=masc|Sentiment::markable_300::Sentiment=True|Target::markable_302::Target=True case=acc|gender=masc|Sentiment::markable_300::Sentiment=True|num=pl|Target::markable_302::Target=True case=acc|gender=fem|num=sg|sup=True _ _ case=dat|*=True|num=pl|pers=2 _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_299::Intensity=medium|EmoExpression::markable_299::Polarity=negative|EmoExpression::markable_299::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_299::SubjectiveFact=false|num=sg|EmoExpression::markable_299::Sarcasm=false|EmoExpression::markable_299::EmoExpression=True _ _ case=gen|gender=fem|num=sg|pos=True _
377853507602485248	neutral	via Kimbie Humer-vogl und das haben wir heute unter anderem im Ausschuss beschlossen:	via Kimbie Humer-vogl und die haben wir heute unter andere in Ausschuss beschlossen:	APPR NE NE KON PDS VAFIN PPER ADV APPR PIS APPRART NN ADJA	6/MO 3/PNC 1/NK 3/CD 4/CJ 0/-- 6/SB 13/MO 11/MO 9/NK 13/MO 11/NK 6/OC	_ *=True case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=neut|num=sg|pos=True
