373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN ITJ	4/NK 4/NK 4/NK 11/SB 11/PD 11/SB 11/MO 7/UC 11/CP 11/SB 0/-- 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
378924237777797120	neutral	Wir sind doch alle antifaschistisch bis hin zu CSU und Polizei - vermutlich sind die AFD heimliche Anarchisten	wir sein doch alle antifaschistisch bis hin zu CSU und Polizei - vermutlich sein die AFD heimlich Anarchist	PPER VAFIN ADV PIAT ADJD KON ADV APPR NE KON NN $( ADV VAFIN ART NN ADJA NN	2/SB 0/-- 2/MO 11/NK 2/PD 8/AC 8/MO 5/MO 8/NK 2/CD 10/CJ 11/-- 14/MO 10/RS 16/NK 14/SB 18/NK 14/PD	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|*=True|num=pl pos=True _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=pl|pos=True case=acc|gender=masc|num=pl
375295353483821056	mixed	einzige deutsche feminismuskritikerin als werbefuzzi oder polnisches model enttarnt. piraten fordern klarnamenpflicht ...	einzig deutsch feminismuskritikerin als werbefuzzi oder polnisch modeln enttarnt. Pirat fordern klarnamenpflicht ...	ADJA ADJA NN KOKOM ADJA KON ADJA VVIMP ADJA NN VVINF VVFIN $.	3/NK 3/NK 12/SB 11/MO 10/NK 5/CD 6/CJ 6/CJ 6/CJ 4/NK 12/OC 0/-- 12/--	case=acc|Sentiment::markable_100500382::Polarity=negative|Sentiment::markable_100500382::Sarcasm=false|Target::markable_100500383::Preferred=true|gender=fem|Target::markable_100500383::Anaphref=empty|pos=True|Sentiment::markable_100500382::Intensity=medium|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True case=nom|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True|gender=fem|pos=True case=nom|gender=fem|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True Sentiment::markable_100500382::Sentiment=True case=nom|EmoExpression::markable_100500384::Polarity=negative|EmoExpression::markable_100500384::EmoExpression=True|EmoExpression::markable_100500384::Uncertain=false|*=True|EmoExpression::markable_100500384::Sarcasm=false|num=sg|Sentiment::markable_100500382::Sentiment=True|EmoExpression::markable_100500384::SubjectiveFact=false|EmoExpression::markable_100500384::Intensity=medium Sentiment::markable_100500382::Sentiment=True case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_100500382::Sentiment=True case=acc|EmoExpression::markable_100500385::EmoExpression=True|EmoExpression::markable_100500385::Uncertain=false|EmoExpression::markable_100500385::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500385::Polarity=negative|EmoExpression::markable_100500385::Intensity=weak|num=sg|Sentiment::markable_100500382::Sentiment=True|EmoExpression::markable_100500385::Sarcasm=false case=acc|gender=neut|num=sg|pos=True case=nom|Sentiment::markable_100500387::Polarity=positive|Sentiment::markable_100500387::Intensity=medium|gender=masc|Sentiment::markable_100500387::Sentiment=True|Source::markable_100500388::Source=True|num=pl|Sentiment::markable_100500387::Sarcasm=false|Source::markable_100500388::Anaphref=empty mood=ind|EmoExpression::markable_100500389::Polarity=positive|EmoExpression::markable_100500389::Uncertain=false|pers=3|EmoExpression::markable_100500389::Intensity=medium|num=pl|tense=pres|Sentiment::markable_100500387::Sentiment=True|EmoExpression::markable_100500389::EmoExpression=True|EmoExpression::markable_100500389::SubjectiveFact=false|EmoExpression::markable_100500389::Sarcasm=false mood=ind|Target::markable_100500390::Preferred=true|Target::markable_100500390::Anaphref=empty|Sentiment::markable_100500387::Sentiment=True|pers=3|Target::markable_100500390::Target=True|num=sg|tense=pres _
372690586764996608	neutral	Piraten 85%, Linke 81%, Grüne 79%, SPD 75%. lolwhut. :3 (Alles andere aber auch über 50%, von daher.. %PosSmiley	Pirat @card@ link @card@ Grüne @card@ SPD @card@ lolwhut. @card@ (Alles andere aber auch über @card@ von daher.. %PosSmiley	NN CARD ADJA CARD NN CARD NE CARD NN CARD NN PIS ADV ADV APPR CARD APPR ADJA ITJ	7/NK 5/NK 5/NK 5/NK 7/NK 7/NK 9/SB 9/NK 0/-- 11/NK 0/-- 11/MNR 11/MO 15/MO 11/MO 15/NK 16/PG 17/NK 0/NK	case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True _ case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ _ _ _ _ case=dat|*=True|num=pl|pos=True _
379280330894495744	negative	"König Horst" kann künftig allein regieren: In Bayern kann die CSU mit ihrem Vorsitzenden Horst Seehofer... %Link news	"König Horst" können künftig allein regieren: in Bayern können die CSU mit ihr Vorsitzende Horst Seehofer... %Link news	NN NE VMFIN ADJD ADV ADJD APPR NE VMFIN ART NE APPR PPOSAT NN NE NN XY NN	3/SB 1/NK 0/-- 3/MO 6/MO 3/MO 9/MO 7/NK 3/CJ 11/NK 9/SB 9/MO 14/NK 12/NK 16/PNC 14/NK 14/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True EmoExpression::markable_100500427::Sarcasm=false|EmoExpression::markable_100500427::Polarity=negative|EmoExpression::markable_100500427::EmoExpression=True|EmoExpression::markable_100500427::Uncertain=false|EmoExpression::markable_100500427::Intensity=medium|EmoExpression::markable_100500427::SubjectiveFact=false _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
368684808815534080	neutral	Viele Teilnehmer aus Mecklenburg-Vorpommern und Niedersachsen AfD btw13	viele Teilnehmer aus Mecklenburg-Vorpommern und Niedersachsen AfD btw13	PIAT NN APPR NE KON NE NE ADJA	2/NK 0/-- 2/MNR 3/NK 4/CD 7/PNC 5/CJ 2/PD	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True
379843200501829632	neutral	Beim Tennis sagt Deuce dazu, CDU: 39, SPD: 25, LINKE: 10, Grüne: 9, FDP: 5, Piraten und AfD: je 3	bei Tennis sagen Deuce dazu, CDU: @card@ SPD: @card@ LINKE: @card@ Grüne: @card@ FDP: @card@ Pirat und AfD: je 3	APPRART NN VVFIN NE NE NN CARD VVFIN CARD NN CARD NN CARD VVFIN CARD NN KON NN APPR CARD	3/MO 1/NK 0/-- 5/PNC 3/SB 8/SB 6/NK 5/RC 10/NK 8/SB 12/NK 14/SB 12/NK 8/CJ 16/NK 14/OA 16/CD 17/CJ 16/MNR 19/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind _ gender=neut|*=True _ gender=neut|*=True _ pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=fem|num=pl _ gender=neut|*=True|num=sg _ _
380362826214154241	negative	Thüringen: Koalition der Mutwilligen: In Thüringen ist das Verhältnis von CDU und SPD zerrüttet. Wer Lust auf...	Thüringen: Koalition die Mutwilligen: in Thüringen sein die Verhältnis von CDU und SPD zerrüttet. wer Lust auf...	ADJA NN ART NN APPR NE VAFIN ART NN APPR NE KON NE NE PWS NN ADJA	2/NK 7/PD 4/NK 2/AG 4/MNR 5/NK 0/-- 9/NK 7/SB 9/PG 10/NK 11/CD 14/PNC 12/CJ 17/SB 17/OA 0/--	_ case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg Sentiment::markable_100500391::Polarity=negative|Sentiment::markable_100500391::Sentiment=True|Sentiment::markable_100500391::Sarcasm=false|Sentiment::markable_100500391::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_100500391::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500391::Sentiment=True case=nom|Target::markable_100500392::Preferred=true|num=sg|Target::markable_100500392::Anaphref=empty|Sentiment::markable_100500391::Sentiment=True|gender=neut|Target::markable_100500392::Target=True case=nom|gender=neut|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500391::Sentiment=True case=nom|gender=masc|num=sg case=acc|EmoExpression::markable_100500394::Uncertain=false|EmoExpression::markable_100500394::Intensity=medium|EmoExpression::markable_100500394::Sarcasm=false|EmoExpression::markable_100500394::Polarity=positive|gender=fem|EmoExpression::markable_100500394::EmoExpression=True|num=sg|EmoExpression::markable_100500394::SubjectiveFact=false case=nom|gender=masc|num=sg|pos=True
380345809264726016	positive	Fettarme Milch hat mittlerweile mehr Prozent wie die FDP.	fettarm Milch haben mittlerweile mehr Prozent wie die FDP.	ADJA NN VAFIN ADV PIAT NN KOKOM ART ADJA	2/NK 3/SB 0/-- 5/MO 6/NK 3/OA 9/CM 9/NK 5/CC	case=nom|Target::markable_100500401::Target=True|Target::markable_100500401::Preferred=true|gender=fem|Target::markable_100500401::Anaphref=empty|pos=True|Sentiment::markable_100500399::Sarcasm=true|num=sg|Sentiment::markable_100500399::Intensity=medium|Sentiment::markable_100500399::Polarity=comparison|Sentiment::markable_100500399::Sentiment=True case=nom|gender=fem|Target::markable_100500401::Target=True|num=sg|Sentiment::markable_100500399::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500399::Sentiment=True Sentiment::markable_100500399::Sentiment=True EmoExpression::markable_100500402::Sarcasm=false|*=True|EmoExpression::markable_100500402::EmoExpression=True|EmoExpression::markable_100500402::Intensity=medium|EmoExpression::markable_100500402::Uncertain=false|EmoExpression::markable_100500402::SubjectiveFact=false|EmoExpression::markable_100500402::Polarity=positive|Sentiment::markable_100500399::Sentiment=True gender=neut|*=True|Sentiment::markable_100500399::Sentiment=True Sentiment::markable_100500399::Sentiment=True case=nom|num=sg|Target::markable_100500400::Anaphref=empty|gender=fem|Target::markable_100500400::Preferred=false|Sentiment::markable_100500399::Sentiment=True|Target::markable_100500400::Target=True case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_100500399::Sentiment=True
372317968002060288	positive	SPD wirft Bahr Klientelpolitik für Privatversicherer vor - Spiegel Online: SPD wirft Bahr Klientelpolitik für ...	SPD werfen Bahr Klientelpolitik für Privatversicherer vor - Spiegel Online: SPD werfen Bahr Klientelpolitik für ...	NE VVFIN NE NN APPR NN APPR $( NN NE NE VVFIN NE NN APPR $.	2/SB 0/-- 2/DA 2/OA 4/MNR 5/NK 2/SVP 7/-- 12/SB 11/PNC 9/NK 2/CJ 12/DA 12/OA 14/MNR 15/--	case=nom|Source::markable_100500404::Source=True|gender=fem|Sentiment::markable_100500403::Intensity=medium|Sentiment::markable_100500403::Sentiment=True|Sentiment::markable_100500403::Sarcasm=false|num=sg|Source::markable_100500404::Anaphref=empty|Sentiment::markable_100500403::Polarity=positive mood=ind|EmoExpression::markable_100500406::Uncertain=false|EmoExpression::markable_100500406::Intensity=medium|EmoExpression::markable_100500406::EmoExpression=True|Sentiment::markable_100500403::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500406::Sarcasm=false|EmoExpression::markable_100500406::SubjectiveFact=false|EmoExpression::markable_100500406::Polarity=negative case=nom|num=sg|Target::markable_100500405::Target=True|Target::markable_100500405::Preferred=true|gender=fem|Target::markable_100500405::Anaphref=empty|Sentiment::markable_100500403::Sentiment=True case=nom|gender=fem|EmoExpression::markable_100500428::Sarcasm=false|Sentiment::markable_100500403::Sentiment=True|EmoExpression::markable_100500428::EmoExpression=True|EmoExpression::markable_100500428::Intensity=medium|EmoExpression::markable_100500428::Uncertain=false|num=sg|EmoExpression::markable_100500428::SubjectiveFact=false|EmoExpression::markable_100500428::Polarity=negative Sentiment::markable_100500403::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500403::Sentiment=True EmoExpression::markable_100500406::EmoExpression=True|Sentiment::markable_100500403::Sentiment=True _ case=acc|gender=masc|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
366945404564160512	positive	BILD-Schlagzeile zum Thema "Warum wählen so viele Deutsche die Union?" CDU CSU	BILD-Schlagzeile zu Thema "Warum wählen so viele Deutsche die Union?" CDU CSU	NN APPRART NN NN VVFIN ADV PIAT NN ART NN NE NE	5/SB 1/MNR 2/NK 3/NK 0/-- 7/MO 8/NK 5/SB 10/NK 5/OA 12/PNC 0/--	case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg Sentiment::markable_100500395::Sarcasm=false|Sentiment::markable_100500395::Polarity=positive|EmoExpression::markable_100500398::EmoExpression=True|EmoExpression::markable_100500398::SubjectiveFact=false|EmoExpression::markable_100500398::Polarity=positive|Sentiment::markable_100500395::Sentiment=True|EmoExpression::markable_100500398::Sarcasm=false|EmoExpression::markable_100500398::Uncertain=false|EmoExpression::markable_100500398::Intensity=medium|Sentiment::markable_100500395::Intensity=medium Sentiment::markable_100500395::Sentiment=True case=acc|num=pl|Source::markable_100500396::Source=True|Sentiment::markable_100500395::Sentiment=True|*=True|Source::markable_100500396::Anaphref=empty case=acc|*=True|num=pl|Source::markable_100500396::Source=True|Sentiment::markable_100500395::Sentiment=True case=acc|Target::markable_100500397::Anaphref=empty|num=pl|Target::markable_100500397::Preferred=true|Sentiment::markable_100500395::Sentiment=True|*=True|Target::markable_100500397::Target=True case=acc|*=True|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
366231672372473856	neutral	Fools Garden, Roland Kaiser, Die Prinzen: Zum "Deutschlandfest" der SPD gibt''s ein LineUp, wie für die Partei gemacht.	Fools Garden, Roland Kaiser, die Prinzen: zu "Deutschlandfest" die SPD gibt''s eine LineUp, wie für die Partei gemacht.	NN NE NE NE ART NN APPRART NN ART NE VVFIN ART NE KOKOM APPR ART NN NE	11/SB 4/PNC 4/PNC 1/NK 6/NK 11/OA 6/MNR 7/NK 10/NK 8/AG 0/-- 13/NK 11/OA 15/CM 11/MO 17/NK 15/NK 17/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|*=True|num=sg
373567676242599937	positive	Vom grünen Rasen komme ich jetzt mal wieder auf den blauen Hardcourt zurück. Von Prag nach NY - was für eine Reise. %PosSmiley FCBCFC --> usopen	von grün Rasen kommen ich jetzt mal wieder auf die blau Hardcourt zurück. von Prag nach NY - was für eine Reise. %PosSmiley FCBCFC --> usopen	APPRART ADJA NN VVFIN PPER ADV ADV ADV APPR ART ADJA NN NE APPR NE APPR NN $( PWS APPR ART NN ITJ NN $( NN	4/MO 3/NK 1/NK 0/-- 4/SB 4/MO 8/MO 4/MO 4/MO 12/NK 12/NK 9/NK 12/NK 0/-- 14/NK 14/MO 16/NK 17/-- 17/NK 19/MNR 22/NK 20/NK 24/NK 0/-- 24/-- 24/CJ	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg *=True Sentiment::markable_60::Intensity=strong|Sentiment::markable_60::Sarcasm=false|Sentiment::markable_60::Polarity=positive|Sentiment::markable_60::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=nom|EmoExpression::markable_63::EmoExpression=True|gender=neut|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=strong|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::Polarity=positive|num=sg|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_63::SubjectiveFact=false EmoExpression::markable_63::EmoExpression=True|Sentiment::markable_60::Sentiment=True case=acc|gender=fem|num=sg|EmoExpression::markable_63::EmoExpression=True|Sentiment::markable_60::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_60::Sentiment=True EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::Intensity=strong|EmoExpression::markable_61::EmoExpression=True case=nom|gender=neut|num=sg _ _
382252250342502401	neutral	Die Mehrheit will r-r-g? Rechne mal die Ergebnisse von konservativen Parteien [CDU/CSU+FDP+AfD] zusammen. >50%! // %User	die Mehrheit wollen r-r-g? rechnen mal die Ergebnis von konservativ Partei [CDU/CSU+FDP+AfD] zusammen. >50%! // %User	ART NN VMFIN ADJD VVFIN ADV ART NN APPR ADJA NN NN NE ADJA NN NE	2/NK 3/SB 0/-- 3/MO 0/-- 5/MO 8/NK 5/SB 8/PG 11/NK 9/NK 5/OA 12/NK 0/-- 0/-- 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl gender=masc|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=pl|comp=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
373087291113091072	neutral	Zum Thema Privatisierungsbremse im buten-un-binnen-Studio: SPD-Landeschef Andreas Bovenschulte. 19:30 Radio Bremen	zu Thema Privatisierungsbremse in buten-un-binnen-Studio: SPD-Landeschef Andreas Bovenschulte. @card@ Radio Bremen	APPRART NN NN APPRART ADJA NN NE NE CARD NN NE	0/-- 1/NK 2/NK 2/MNR 6/NK 4/NK 8/PNC 6/NK 10/NK 0/-- 10/NK	case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
375156968714825728	positive	die afd verteilt abmahnungen? %Link nun ja, dann teile ich aus solidariatät das flugblatt...	die afd verteilen abmahnungen? %Link nun ja, dann teilen ich aus solidariatät die flugblatt...	ART NN VVPP VVFIN XY ADV NE ADV VVFIN PPER APPR NN ART ADJA	2/NK 0/-- 4/MO 2/OC 7/PNC 7/MO 9/SB 7/MO 0/-- 9/SB 9/MO 11/NK 14/NK 9/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|EmoExpression::markable_100500407::Intensity=medium|EmoExpression::markable_100500407::Sarcasm=false|gender=fem|EmoExpression::markable_100500407::Polarity=positive|EmoExpression::markable_100500407::EmoExpression=True|num=sg|EmoExpression::markable_100500407::SubjectiveFact=false|EmoExpression::markable_100500407::Uncertain=false case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
382077965191770112	neutral	Wenn er das früher getan hätte, wäre die FDP jetzt im Bundestag.	wenn er die früh tun hätte, sein die FDP jetzt in Bundestag.	KOUS PPER PDS ADJD VVPP NE VAFIN ART NE ADV APPRART NN	5/CP 5/SB 5/OA 5/MO 7/CJ 7/SB 0/-- 9/NK 7/SB 7/MO 7/MO 11/NK	_ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=neut|num=sg comp=True _ case=acc|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
383969752844369920	positive	SPD will %User als Finanzminister, berichtet die FAS. groko btw13 CDU FDP CSU	SPD wollen %User als Finanzminister, berichten die FAS. groko btw13 CDU FDP CSU	NE VMFIN NE KOKOM NN VVFIN ART NN NE VVFIN NE NE NE	2/SB 6/SB 2/SB 3/CD 4/NK 0/-- 8/NK 10/OA 8/NK 11/NK 6/SB 13/PNC 11/NK	case=nom|Sentiment::markable_100500408::Sarcasm=false|Source::markable_100500409::Anaphref=empty|Sentiment::markable_100500408::Sentiment=True|gender=fem|Source::markable_100500409::Source=True|Sentiment::markable_100500408::Intensity=medium|num=sg|Sentiment::markable_100500408::Polarity=positive mood=ind|Sentiment::markable_100500408::Sentiment=True|EmoExpression::markable_100500410::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_100500410::EmoExpression=True|EmoExpression::markable_100500410::Uncertain=false|EmoExpression::markable_100500410::Polarity=positive|EmoExpression::markable_100500410::Sarcasm=false|EmoExpression::markable_100500410::SubjectiveFact=false case=nom|Target::markable_100500411::Anaphref=empty|num=sg|Target::markable_100500411::Preferred=true|Sentiment::markable_100500408::Sentiment=True|Target::markable_100500411::Target=True|gender=masc Target::markable_100500411::Target=True|Sentiment::markable_100500408::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
347285945093062656	negative	100 Tage in der AfD - ein schockierender Insiderbericht aus NRW %Link via %User	100 Tag in die AfD - eine schockierend Insiderbericht aus NRW %Link via %User	CARD NN APPR ART NN $( ART ADJA NN APPR NE XY APPR NE	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 9/NK 9/NK 5/APP 9/MNR 10/NK 0/-- 5/MNR 13/NK	_ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|Target::markable_100500413::Anaphref=empty|gender=masc|Target::markable_100500413::Preferred=true|Sentiment::markable_100500412::Sarcasm=false|num=sg|Sentiment::markable_100500412::Polarity=negative|Sentiment::markable_100500412::Sentiment=True|Target::markable_100500413::Target=True|Sentiment::markable_100500412::Intensity=medium case=nom|EmoExpression::markable_100500414::Intensity=medium|EmoExpression::markable_100500414::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_100500414::Polarity=negative|EmoExpression::markable_100500414::EmoExpression=True|num=sg|Sentiment::markable_100500412::Sentiment=True|EmoExpression::markable_100500414::SubjectiveFact=false|EmoExpression::markable_100500414::Uncertain=false|Target::markable_100500413::Target=True case=nom|gender=masc|num=sg|Target::markable_100500413::Target=True|Sentiment::markable_100500412::Sentiment=True Sentiment::markable_100500412::Sentiment=True|Target::markable_100500413::Target=True case=dat|gender=neut|num=sg|Target::markable_100500413::Target=True|Sentiment::markable_100500412::Sentiment=True case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
