381454356932861952	negative	so wird das nix mit meiner Stimme für die Piraten %PosSmiley	so werden die nix mit mein Stimme für die Pirat %PosSmiley	ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN ITJ	2/MO 0/-- 2/SB 5/MO 2/CJ 7/NK 5/NK 7/MNR 10/NK 8/NK 5/MO	Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
356669402596392960	positive	Aus Sicht der SPD sprechen doch v.a. zwei Gründe gegen einen Prism-UA: Schröder und Steinmeier. Mitwisser, Mittäter, Lauts...	aus Sicht die SPD sprechen doch v.a. zwei Grund gegen eine Prism-UA: Schröder und Steinmeier. Mitwisser, Mittäter, Lauts...	APPR NN ART NE VVINF KON NE CARD NN APPR ART NN NE KON NE NE NE NE	5/MO 1/NK 4/NK 2/AG 0/-- 5/MO 5/MO 9/NK 5/MO 9/MNR 12/NK 10/NK 12/NK 13/CD 14/CJ 18/PNC 18/PNC 0/--	Sentiment::markable_427::Polarity=positive|Sentiment::markable_427::Sentiment=True|Sentiment::markable_427::Sarcasm=false|Sentiment::markable_427::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_427::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_427::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_427::Sentiment=True EmoExpression::markable_430::Intensity=medium|mood=ind|EmoExpression::markable_430::EmoExpression=True|EmoExpression::markable_430::SubjectiveFact=false|Sentiment::markable_427::Sentiment=True|EmoExpression::markable_430::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_430::Polarity=negative|EmoExpression::markable_430::Sarcasm=false Sentiment::markable_427::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_427::Sentiment=True Sentiment::markable_427::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_427::Sentiment=True EmoExpression::markable_430::EmoExpression=True|Sentiment::markable_427::Sentiment=True case=acc|num=sg|Target::markable_431::Preferred=true|Target::markable_431::Anaphref=empty|gender=masc|Target::markable_431::Target=True|Sentiment::markable_427::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_427::Sentiment=True case=nom|num=sg|Source::markable_428::Source=True|gender=masc|Source::markable_428::Anaphref=empty|Sentiment::markable_427::Sentiment=True Sentiment::markable_427::Sentiment=True case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_433::SubjectiveFact=false|gender=fem|num=sg|EmoExpression::markable_433::Intensity=medium|EmoExpression::markable_433::Uncertain=false|EmoExpression::markable_433::Sarcasm=false|EmoExpression::markable_433::EmoExpression=True|EmoExpression::markable_433::Polarity=negative case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
373787618825502720	neutral	Fernsehduell: Medium und Botschaft (von Daniel Deckers)	Fernsehduell: Medium und Botschaft (von Daniel Deckers)	NN NN KON NN NN NE NN	0/-- 1/NK 2/CD 3/CJ 1/CJ 7/PNC 5/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
382502324171587584	neutral	"Die Piraten haben i.d.letzten4Jahren auf 3,7MioEuro aus d.Parteienfinanzierung verzichtet. Soviel z.Wirtschaftskomp...	"Die Pirat haben i.d.letzten4Jahren auf 3,7MioEuro aus d.Parteienfinanzierung verzichtet. soviele z.Wirtschaftskomp...	NN NN VAFIN NN APPR NN APPR NN NE PIAT ADJA	3/SB 1/NK 0/-- 3/OA 4/MNR 5/NK 6/MNR 7/NK 8/NK 11/NK 0/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg *=True case=nom|*=True|num=sg
374633220794777600	positive	Grüne finden im Sportausschuss keine Mehrheit für Anti-Doping-Gesetz. Union votiert wie FDP dagegen. Auch Linke und SPD stimmen nicht zu.	Grüne finden in Sportausschuss keine Mehrheit für Anti-Doping-Gesetz. Union votieren wie FDP dagegen. auch Linke und SPD stimmen nicht zu.	NN VVFIN APPRART NN PIAT NN APPR NE NE VVFIN KOKOM NE NE ADV NN KON NE VVFIN PTKNEG NE	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/SB 0/-- 13/CM 13/PNC 10/OA 15/MO 18/SB 15/CD 16/CJ 0/-- 18/NG 18/OA	case=nom|Source::markable_435::Source=True|Source::markable_435::Anaphref=empty|Sentiment::markable_434::Polarity=positive|*=True|Sentiment::markable_434::Sentiment=True|Sentiment::markable_434::Sarcasm=false|num=pl|Sentiment::markable_434::Intensity=medium mood=ind|EmoExpression::markable_436::EmoExpression=True|EmoExpression::markable_436::Sarcasm=false|Sentiment::markable_434::Sentiment=True|EmoExpression::markable_436::Polarity=positive|pers=3|EmoExpression::markable_436::SubjectiveFact=false|num=pl|tense=pres|EmoExpression::markable_436::Intensity=medium|EmoExpression::markable_436::Uncertain=false case=dat|gender=neut|num=sg|Sentiment::markable_434::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_434::Sentiment=True case=acc|num=sg|Negation::markable_437::EmoExpressionRef=emo-expression:markable_436|gender=fem|Negation::markable_437::Negation=True|Sentiment::markable_434::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_434::Sentiment=True|EmoExpression::markable_436::EmoExpression=True Sentiment::markable_434::Sentiment=True case=acc|*=True|num=sg|Sentiment::markable_434::Sentiment=True case=nom|Sentiment::markable_439::Polarity=positive|gender=fem|Sentiment::markable_439::Sentiment=True|Sentiment::markable_439::Intensity=medium|Sentiment::markable_439::Sarcasm=false|Source::markable_440::Source=True|num=sg|Source::markable_440::Anaphref=empty EmoExpression::markable_441::Polarity=positive|EmoExpression::markable_441::EmoExpression=True|EmoExpression::markable_441::SubjectiveFact=false|Sentiment::markable_439::Sentiment=True|EmoExpression::markable_441::Uncertain=false|EmoExpression::markable_441::Sarcasm=false|EmoExpression::markable_441::Intensity=medium Sentiment::markable_439::Sentiment=True case=nom|num=sg|Source::markable_442::Source=True|Source::markable_442::Anaphref=empty|gender=fem|Sentiment::markable_439::Sentiment=True case=nom|gender=fem|Sentiment::markable_439::Sentiment=True|num=sg Sentiment::markable_444::Sentiment=True|Sentiment::markable_444::Polarity=positive|Sentiment::markable_444::Intensity=medium|Sentiment::markable_444::Sarcasm=false case=nom|Sentiment::markable_444::Sentiment=True|num=pl|*=True|Source::markable_445::Source=True|Source::markable_445::Anaphref=empty Sentiment::markable_444::Sentiment=True case=dat|Source::markable_446::Source=True|Sentiment::markable_444::Sentiment=True|num=sg|Source::markable_446::Anaphref=empty|gender=fem EmoExpression::markable_447::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_447::Uncertain=false|Sentiment::markable_444::Sentiment=True|num=pl|tense=pres|EmoExpression::markable_447::SubjectiveFact=false|EmoExpression::markable_447::Intensity=medium|EmoExpression::markable_447::Polarity=positive|EmoExpression::markable_447::Sarcasm=false Sentiment::markable_444::Sentiment=True|Negation::markable_448::Negation=True|Negation::markable_448::EmoExpressionRef=emo-expression:markable_447 Sentiment::markable_444::Sentiment=True
381750646153547776	neutral	Heute mal ein etwas anderes Anliegen ! Es ist ganz egal ob ihr für CDU,FDP,Grüne,Linke,der SPD oder den...	heute mal eine etwas andere Anliegen ! es sein ganz egal ob ihr für CDU,FDP,Grüne,Linke,der SPD oder den...	ADV ADV ART PIAT PIS NN $. PPER VAFIN ADV ADJD APPR PPOSAT APPR NN NE KON NE	5/MO 5/MO 5/NK 5/NK 6/NK 0/-- 6/-- 9/SB 0/-- 11/MO 9/PD 11/MO 12/NK 9/MO 14/NK 15/NK 15/CD 17/CJ	_ _ case=nom|gender=masc|num=sg *=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
363744124048273408	neutral	Wieder mehrere Besucher auf dem Piraten Stammtisch in Nürtingen. %Smiley Prism wirkt.	wieder mehrere Besucher auf die Pirat Stammtisch in Nürtingen. %Smiley Prism wirkt.	ADV PIAT NN APPR ART NN NN APPR NE ITJ NE NE	3/MO 3/NK 0/-- 3/MNR 6/NK 4/NK 6/NK 6/MNR 8/NK 12/NK 12/PNC 0/--	_ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg|EmoExpression::markable_421::EmoExpression=True EmoExpression::markable_421::EmoExpression=True case=nom|*=True|num=sg case=nom|*=True|num=sg
378488145462820866	negative	Lucke nennt Zuwanderer Bodensatz. Er will aber noch mal drüber nachdenken. AfD-	Lucke nennen Zuwanderer Bodensatz. er wollen aber noch mal drüber nachdenken. AfD-	ADJD VVFIN NN NN PPER VMFIN ADV ADV ADV PAV ADJA TRUNC	2/MO 0/-- 2/SB 2/OA 6/SB 0/-- 6/MO 9/MO 11/MO 11/NK 6/MO 0/NK	Source::markable_451::Source=True|Sentiment::markable_450::Intensity=medium|Source::markable_451::Anaphref=empty|Sentiment::markable_450::Sentiment=True|Sentiment::markable_450::Sarcasm=false|pos=True|Sentiment::markable_450::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_450::Sentiment=True case=nom|num=sg|Sentiment::markable_450::Sentiment=True|Target::markable_452::Preferred=true|gender=masc|Target::markable_452::Target=True|Target::markable_452::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_450::Sentiment=True case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _
351736775833690113	positive	Bei der BTW2013 in 83 Tag(en) den Politikwechsel wählen! Keine Stimme für CDU C...	bei die BTW2013 in 83 Tag(en) die Politikwechsel wählen! keine Stimme für CDU C...	APPR ART NN APPR CARD NN ART NN VVFIN PIAT NN APPR NE NE	9/MO 3/NK 1/NK 3/MNR 6/NK 4/NK 8/NK 9/OA 0/-- 11/NK 0/-- 11/MNR 14/PNC 12/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ gender=masc|*=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|Sentiment::markable_454::Polarity=positive|Sentiment::markable_454::Intensity=medium|gender=fem|Negation::markable_457::Negation=True|num=sg|Negation::markable_457::EmoExpressionRef=emo-expression:markable_456|Sentiment::markable_454::Sentiment=True|Sentiment::markable_454::Sarcasm=false case=nom|EmoExpression::markable_456::Uncertain=false|gender=fem|EmoExpression::markable_456::Intensity=medium|num=sg|EmoExpression::markable_456::EmoExpression=True|EmoExpression::markable_456::SubjectiveFact=false|EmoExpression::markable_456::Sarcasm=false|Sentiment::markable_454::Sentiment=True|EmoExpression::markable_456::Polarity=positive Sentiment::markable_454::Sentiment=True case=nom|Target::markable_455::Target=True|num=sg|Target::markable_455::Preferred=true|gender=fem|Sentiment::markable_454::Sentiment=True|Target::markable_455::Anaphref=empty case=nom|gender=fem|num=sg
380966933102751744	negative	auch cdu thomas de maiziere hat sich auf wahlfourm riesa gestern gegen zweitstimme für die fdp ausgesprochen	auch cdu Thomas de maiziere haben sich auf wahlfourm Riesa gestern gegen Zweitstimme für die fdp ausgesprochen	ADV NN NE NE NN VAFIN PRF APPR NN NE ADV APPR NN APPR ART NN ADJD	2/MO 6/SB 5/PNC 5/PNC 2/NK 0/-- 17/OA 11/OP 8/NK 9/NK 17/MO 17/MO 12/NK 13/MNR 16/NK 14/NK 6/OC	Sentiment::markable_458::Sarcasm=false|Sentiment::markable_458::Sentiment=True|Sentiment::markable_458::Intensity=medium|Sentiment::markable_458::Polarity=negative case=nom|num=sg|Source::markable_459::Source=True|gender=masc|Source::markable_459::Anaphref=empty|Sentiment::markable_458::Sentiment=True case=nom|gender=masc|Source::markable_459::Source=True|num=sg|Sentiment::markable_458::Sentiment=True Source::markable_459::Source=True|*=True|Sentiment::markable_458::Sentiment=True case=acc|gender=masc|Source::markable_459::Source=True|num=pl|Sentiment::markable_458::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_458::Sentiment=True case=acc|EmoExpression::markable_460::EmoExpression=True|Sentiment::markable_458::Sentiment=True|pers=3|num=sg|EmoExpression::markable_460::Polarity=negative|EmoExpression::markable_460::Intensity=medium|EmoExpression::markable_460::Uncertain=false|EmoExpression::markable_460::Sarcasm=false|EmoExpression::markable_460::SubjectiveFact=false Sentiment::markable_458::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_458::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_458::Sentiment=True Sentiment::markable_458::Sentiment=True EmoExpression::markable_460::EmoExpression=True|Sentiment::markable_458::Sentiment=True case=acc|num=sg|Target::markable_461::Preferred=true|gender=fem|Target::markable_461::Target=True|Target::markable_461::Anaphref=empty|Sentiment::markable_458::Sentiment=True Target::markable_461::Target=True|Sentiment::markable_458::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_461::Target=True|Sentiment::markable_458::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_461::Target=True|Sentiment::markable_458::Sentiment=True EmoExpression::markable_460::EmoExpression=True|Sentiment::markable_458::Sentiment=True
374059157327847424	positive	Chef der FDP-Wahlkampagne im Spiegel: "Die FDP hat sich für digitale Hausbesuche entschieden." Heimliche Onlinedurchsuchung? ...	Chef die FDP-Wahlkampagne in Spiegel: "Die FDP haben sich für digital Hausbesuch entschieden." heimlich Onlinedurchsuchung? ...	NN ART NN APPRART NN NN NE VAFIN PRF APPR ADJA NN ADJA ADJA NN $.	6/PD 3/NK 1/AG 3/MNR 4/NK 8/SB 6/NK 0/-- 13/OA 13/MO 12/NK 10/NK 8/OC 15/NK 0/-- 0/--	case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|Sentiment::markable_463::Polarity=positive|num=sg|Sentiment::markable_463::Sentiment=True|Sentiment::markable_463::Sarcasm=false|Sentiment::markable_463::Intensity=medium|gender=neut case=nom|num=sg|Sentiment::markable_463::Sentiment=True|Source::markable_464::Source=True|gender=fem|Source::markable_464::Anaphref=empty case=nom|gender=fem|num=sg|Source::markable_464::Source=True|Sentiment::markable_463::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_463::Sentiment=True case=acc|Sentiment::markable_463::Sentiment=True|EmoExpression::markable_465::Polarity=positive|EmoExpression::markable_465::Uncertain=false|EmoExpression::markable_465::EmoExpression=True|EmoExpression::markable_465::Intensity=medium|pers=3|num=sg|EmoExpression::markable_465::Sarcasm=false|EmoExpression::markable_465::SubjectiveFact=false EmoExpression::markable_465::EmoExpression=True|Sentiment::markable_463::Sentiment=True case=acc|Sentiment::markable_463::Sentiment=True|gender=neut|pos=True|Target::markable_466::Anaphref=empty|Target::markable_466::Target=True|num=pl|Target::markable_466::Preferred=true case=acc|gender=neut|Target::markable_466::Target=True|num=pl|Sentiment::markable_463::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_463::Sentiment=True case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
348144573484236801	neutral	CDU/FDP Reg. in Sachsen und CSU/FDP Reg. in Bayern. Was unterscheidet die? Nichts die Bayern haben Mollath Die sachsen habe...	CDU/FDP Reg. in Sachse und CSU/FDP Reg. in Bayern. was unterscheiden die? nichts die Bayer haben Mollath die sachsen habe...	NN NN APPR NN KON NN NN APPR NE PIS VVFIN ADJD PIS ART NN VAFIN NN ART ADJA ADJA	0/-- 1/NK 1/MNR 3/NK 4/CD 5/CJ 6/NK 4/MNR 8/NK 11/SB 0/-- 11/MO 16/SB 15/NK 20/OA 0/-- 16/SB 17/NK 16/MO 16/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True gender=neut|*=True case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
378273416618713088	negative	Jürgen, man wählt (in Deutschland Schland) nie einen Politiker, sondern immer nur eine Partei und deren Wahlprogramm. debatte	Jürgen, man wählen (in Deutschland Schland) nie eine Politiker, sondern immer nur eine Partei und die Wahlprogramm. Debatte	NE PIS VVFIN NN NE NN ADV ART NE KON ADV ADV ART NN KON PDAT NN NN	3/SB 3/SB 0/-- 3/OA 4/NK 3/OA 3/MO 9/NK 3/OA 9/CD 14/MO 14/MO 14/NK 10/CJ 14/CD 17/NK 15/CJ 14/PD	case=nom|gender=masc|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=gen|gender=fem|num=sg case=dat|gender=neut|num=sg case=nom|EmoExpression::markable_100500537::Uncertain=false|EmoExpression::markable_100500537::Polarity=negative|EmoExpression::markable_100500537::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_100500537::Intensity=weak|EmoExpression::markable_100500537::SubjectiveFact=true|EmoExpression::markable_100500537::EmoExpression=True
383932504115519488	negative	Linke-Chef %User: SPD-Basisentscheid ist eine "Farce". SPD begeht "Wahlbetrug"...	Linke-Chef %User: SPD-Basisentscheid sein eine "Farce". SPD begehen "Wahlbetrug"...	NN ADJA NN VAFIN ART NN NE VVFIN NN	3/AG 3/NK 4/SB 0/-- 6/NK 4/PD 8/SB 0/-- 8/OA	case=nom|Sentiment::markable_467::Sentiment=True|Sentiment::markable_467::Sarcasm=false|Source::markable_468::Source=True|Sentiment::markable_467::Polarity=negative|gender=masc|Sentiment::markable_467::Intensity=medium|num=sg|Source::markable_468::Anaphref=empty case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_467::Sentiment=True case=nom|Sentiment::markable_467::Sentiment=True|num=sg|Target::markable_469::Anaphref=empty|gender=masc|Target::markable_469::Preferred=true|Target::markable_469::Target=True pers=3|Sentiment::markable_467::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_467::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_471::Sentiment=True case=nom|Target::markable_473::Target=True|num=sg|Target::markable_473::Preferred=true|gender=fem|Target::markable_473::Anaphref=empty|Sentiment::markable_471::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_471::Sentiment=True case=acc|gender=masc|*=True
383354424959467520	neutral	45 Minuten Werbung für eine Mitgliedschaft in der Piratenpartei. %Link worldwidewar zdfzoom doku PR...	45 Minute Werbung für eine Mitgliedschaft in die Piratenpartei. %Link worldwidewar zdfzoom doku PR...	CARD NN NN APPR ART NN APPR ART NN XY ADJA NN ADJA NN	2/NK 0/-- 2/NK 2/MNR 6/NK 4/NK 6/MNR 9/NK 7/NK 0/-- 12/NK 0/-- 14/NK 12/AG	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg
346904260463702017	neutral	SPD-Spitzenkandidat bei Illner: Mehr Genosse Peer - Spiegel Online	SPD-Spitzenkandidat bei Illner: mehr Genosse Peer - Spiegel Online	NN APPR NE ADV NN NE $( NN NE	0/-- 1/MNR 2/NK 1/MO 6/PNC 1/CJ 6/-- 6/PAR 8/NK	case=nom|gender=masc|EmoExpression::markable_100500538::EmoExpression=True|num=sg _ case=dat|*=True|num=sg *=True *=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
380916956062154752	neutral	Wahl-Endspurt 2013: Noch zwei Tage bis zur Bundestagswahl. Während der Ausgang völlig offen ist, zeichnet sich...	Wahl-Endspurt @card@ noch zwei Tag bis zu Bundestagswahl. während die Ausgang völlig offen ist, zeichnen sich...	NN CARD KON CARD NN KON APPRART NN APPR ART NN ADJD ADJD NE VVFIN ADJA	0/-- 1/NK 2/CD 5/NK 3/CJ 3/CD 6/CJ 7/NK 15/MO 11/NK 13/SB 13/MO 14/NK 9/NK 0/-- 15/MO	_ _ _ _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg
378231517119401984	neutral	Warum sind eigentlich die Piraten beim SR nicht eingeladen? Sind immerhin im Landtag, die FDP nicht. wahlarena	warum sein eigentlich die Pirat bei SR nicht eingeladen? sein immerhin in Landtag, die FDP nicht. wahlarena	PWAV VAFIN ADV ART NN APPRART NE PTKNEG ADJD VAFIN ADV APPRART NE ART NE NE ADJA	2/MO 0/-- 2/MO 5/NK 2/SB 5/MNR 6/NK 2/NG 2/PD 0/-- 10/MO 10/MO 12/NK 16/NK 16/PNC 10/SB 10/MO	_ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
380725797918900224	neutral	Hahaha! Ströbele steht allein auf der Warschauer und verteilt Grünen-Flyer! Dann nehme ich heute glaub ich mal sein Fahrrad, statt die Bahn.	Hahaha! Ströbele stehen allein auf die Warschauer und verteilen Grünen-Flyer! dann nehmen ich heute glauben ich mal sein Fahrrad, statt die Bahn.	ADJA NN VVFIN ADV APPR ART NN KON VVFIN NN ADV VVFIN PPER ADV VVIMP PPER ADV PPOSAT NN APPR ART NN	0/-- 3/SB 0/-- 3/MO 3/MO 7/NK 5/NK 3/CD 8/CJ 9/OA 12/MO 0/-- 12/SB 12/MO 12/MO 12/SB 12/MO 19/NK 12/OA 19/MNR 22/NK 20/NK	EmoExpression::markable_462::EmoExpression=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|*=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
379296521461968896	neutral	Die ersten Hochrechnungen sind da! Hier könnt Ihr die Wahlergebnisse der Landtagswahl 2013 live verfolgen:...	die erst Hochrechnung sein da! hier können sie die Wahlergebnis die Landtagswahl @card@ live verfolgen:...	ART ADJA NN VAFIN ADJD ADV VMFIN PPER ART NN ART NN CARD ADJD ADJA	3/NK 3/NK 4/SB 0/-- 4/PD 7/MO 0/-- 7/SB 10/NK 15/OA 12/NK 10/AG 12/NK 15/MO 7/OC	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ pers=2|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pos=True case=gen|gender=fem|num=sg|pos=True
365951408320692226	negative	Ja, ein einziger Satz von Marx, der Steinbrück''s SPD- restlos entlarvt: %Link Politik CDU- GR...	Ja, eine einzig Satz von Marx, die Steinbrück''s SPD- restlos entlarvt: %Link Politik CDU- GR...	NE ART ADJA NN APPR NE ART NE TRUNC ADJD ADJA XY NN TRUNC NN	0/-- 4/NK 4/NK 1/APP 4/PG 5/NK 15/NK 11/PNC 11/CJ 11/MO 15/NK 14/NK 14/PNC 15/NK 6/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|Target::markable_476::Anaphref=empty|Target::markable_476::Preferred=true|gender=masc|Sentiment::markable_475::Intensity=strong|num=sg|Sentiment::markable_475::Polarity=negative|Target::markable_476::Target=True|Sentiment::markable_475::Sentiment=True|Sentiment::markable_475::Sarcasm=false Sentiment::markable_475::Sentiment=True Sentiment::markable_475::Sentiment=True|Intensifier::markable_478::Intensifier=True|pos=True|Intensifier::markable_478::EmoExpressionRef=emo-expression:markable_477|Intensifier::markable_478::Degree=medium case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg
379250304912719872	neutral	ohne "n", alles andere lass bei der npd	ohne "n", alle andere laß bei die npd	APPR NE PIAT PIS ADJD APPR ART ADJA	0/-- 1/NK 4/NK 6/SB 6/MO 1/CJ 8/NK 6/NK	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
