317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
332228296878223362	negative	Grünes Licht: Ermittlungen gegen CSU-Schmid können beginnen: Hat Ex-CSU-Fraktionschef Schmid seiner Frau unrec...	grün Licht: Ermittlung gegen CSU-Schmid können beginnen: haben Ex-CSU-Fraktionschef Schmid sein Frau unrec...	ADJA NN NN APPR NE VMFIN ADJD VAFIN NN NE PPOSAT NN ADJA	2/NK 6/SB 2/NK 2/MNR 4/NK 0/-- 6/MO 6/CJ 8/SB 9/NK 12/NK 13/DA 8/OC	case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_100500255::Polarity=negative|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=pl|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false EmoExpression::markable_100500255::EmoExpression=True case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg|pos=True
323178486330175488	negative	24 Frauen aus CDU CSU FDP haben Berliner Erklärung für Frauenquote unterzeichnet. Donnerstag braucht es nur 21 Abweichler im Bundestag!	24 Frau aus CDU CSU FDP haben Berliner Erklärung für Frauenquote unterzeichnet. Donnerstag brauchen es nur 21 Abweichler in Bundestag!	CARD NN APPR NE NE NE VAFIN ADJA NN APPR NN NE NN VVFIN PPER ADV CARD NN APPRART NN	2/NK 7/SB 2/MNR 3/NK 6/PNC 4/NK 0/-- 9/NK 7/OA 9/MNR 10/NK 11/NK 14/SB 0/-- 14/EP 17/MO 18/NK 14/OA 18/MNR 19/NK	_ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind *=True|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=negative|EmoExpression::markable_100500256::Sarcasm=false|gender=masc|num=pl|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
334786170900840448	neutral	15.5.2013 Damaskus-Land/ Sbäneh. Ein Panzer wird erbeutet. Putin! Sieh deine Panzer, wo sie sind! Ich spreche zu...	@card@ Damaskus-Land/ Sbäneh. eine Panzer werden erbeutet. Putin! sehen dein Panzer, wo sie sind! ich sprechen zu...	CARD NN NE ART NN VAFIN NE NN VVIMP PPOSAT NN PWAV PPER ADJD PPER VVFIN ADJA	2/NK 0/-- 2/NK 5/NK 6/SB 0/-- 6/SB 0/-- 0/-- 11/NK 9/OA 14/MO 14/SB 9/MO 16/SB 0/-- 16/MO	_ case=dat|*=True case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=3 pos=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|pers=1|num=sg
333689821828620288	neutral	Deutsch-türkischer Dialog in Berlin: In der Syrien-Frage liegen Deutsche und Türken über Kreuz.	Deutsch-türkisch Dialog in Berlin: in die Syrien-Frage liegen Deutsche und Türke über Kreuz.	ADJA NN APPR NN APPR ART NN VVFIN NN KON NN APPR ADJA	2/NK 8/SB 2/MNR 3/NK 2/MNR 7/NK 5/NK 0/-- 8/SB 9/CD 10/CJ 8/MO 12/NK	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=pl|pos=True
317029807189798912	neutral	Könnte auch die Brandenburger SPD bilden. Wäre die einzige.	können auch die Brandenburger SPD bilden. sein die einzige.	VVFIN ADV ART NN NE NE VAFIN ART ADJA	0/-- 4/MO 4/NK 1/SB 6/PNC 4/NK 0/-- 9/NK 7/SB	pers=3|num=sg|tense=past|mood=subj _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
320057863206760448	neutral	OffshoreLeaks und seine Spuren in die Schweiz. Politik und Steueramt fordert Namen und Daten. %Link ^nr	OffshoreLeaks und sein Spur|Spuren in die Schweiz. Politik und Steueramt fordern Name und Daten. %Link ^nr	NN KON PPOSAT NN APPR ART ADJA NN KON NN VVFIN NN KON NN XY NN	0/-- 1/CD 4/NK 2/CJ 4/MNR 7/NK 5/NK 11/SB 8/CD 9/CJ 0/-- 11/OA 12/CD 13/CJ 0/-- 0/--	case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _
333012535848607745	neutral	Bundestagswahl 2013: Von der Leyen schliesst Schwarz-Grün aus: Die Christdemokratin Ursula von der Leyen geht m...	Bundestagswahl @card@ von die Leyen schließen Schwarz-Grün aus: die Christdemokratin Ursula von die Leyen gehen m...	NN CARD APPR ART NE VVFIN NE VVFIN ART NN NE APPR ART NE VVFIN ADJA	6/SB 1/NK 1/MNR 5/NK 3/NK 0/-- 6/OA 15/MO 10/NK 15/SB 10/NK 10/PG 14/NK 12/NK 6/OC 15/MO	case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg
334037308502319105	neutral	Wir haben die Originalquelle bezüglich der NRW-SPD-Bestandsdatenpropaganda zugeschickt bekommen. Lest selbst:...	wir haben die Originalquelle bezüglich die NRW-SPD-Bestandsdatenpropaganda zuschicken bekommen. lesen selbst:...	PPER VAFIN ART NN APPR ART NN VVPP NE VVFIN ADJA	2/SB 0/-- 4/NK 8/OA 4/MNR 7/NK 5/NK 2/OC 8/OA 11/MO 0/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ pos=True
336567947038425088	neutral	google Campus Silicon Valley. Werben für D als IT-Standort. bmwi fdp gvw13	google Campus Silicon Valley. Werben für D als IT-Standort. bmwi fdp gvw13	VVFIN NN NN ADJA NN APPR NN KOKOM NN NE NN ADJA	4/MO 1/SB 2/NK 0/-- 12/MO 5/MNR 6/NK 9/CM 7/CC 11/PNC 9/NK 0/--	pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
324970479263838209	negative	Keine Lust, über 100 Seiten SPD-Wahlprogramm zu lesen? Hier gibt es eine Zusammenfassung auf vier Seiten. (ts) ...	keine Lust, über 100 Seite SPD-Wahlprogramm zu lesen? hier geben es eine Zusammenfassung auf vier Seiten. (ts) ...	PIAT NN APPR CARD NN NN PTKA ADJD ADV VVFIN PPER ART NN APPR CARD NN NN $.	2/NK 0/-- 2/MNR 5/NK 3/NK 5/NK 8/MO 2/PD 10/MO 0/-- 10/EP 13/NK 10/OA 13/MNR 16/NK 14/NK 0/-- 17/--	case=nom|Sentiment::markable_100500189::Sarcasm=false|Negation::markable_100500192::Negation=True|Sentiment::markable_100500189::Polarity=negative|gender=fem|Sentiment::markable_100500189::Intensity=weak|Sentiment::markable_100500189::Sentiment=True|num=sg|Negation::markable_100500192::EmoExpressionRef=emo-expression:markable_100500191 case=nom|gender=fem|Sentiment::markable_100500189::Sentiment=True|num=sg Sentiment::markable_100500189::Sentiment=True Target::markable_100500190::Anaphref=empty|Target::markable_100500190::Target=True|Sentiment::markable_100500189::Sentiment=True|Target::markable_100500190::Preferred=true case=acc|gender=fem|Sentiment::markable_100500189::Sentiment=True|num=pl|Target::markable_100500190::Target=True case=acc|gender=fem|Sentiment::markable_100500189::Sentiment=True|num=pl|Target::markable_100500190::Target=True Sentiment::markable_100500189::Sentiment=True Target::markable_100500190::Target=True|Sentiment::markable_100500189::Sentiment=True|pos=True Sentiment::markable_100500189::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ gender=masc|*=True _ _
335525683457572864	neutral	Put your name down für oder gegen FDP-Kanzlerkandidat Daniel Bahr %Link Mit dabei: ... , Julia Richter...	Put your Name down für oder gegen FDP-Kanzlerkandidat Daniel Bahr %Link mit dabei: ... , Julia Richter...	NN NN NN VVFIN APPR KON APPR NN NE NE XY APPR ADJD $. $, NE NN	4/SB 1/MNR 2/NK 0/-- 4/MO 5/CD 6/CJ 7/NK 10/PNC 8/NK 5/NK 13/MO 5/NK 13/-- 16/-- 17/NK 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
333354069198512128	neutral	Bayerische Sozialministerin: Haderthauers Mann handelte mit Knast-Produkten - Politik | STERN%PosSmileyE	bayerisch Sozialministerin: Haderthauers Mann handeln mit Knast-Produkten - Politik | STERN%PosSmileyE	ADJA ADJA NN NN VVFIN APPR NN $( NN XY NE	3/NK 3/NK 5/SB 3/NK 0/-- 5/MO 6/NK 7/-- 11/PNC 11/PNC 5/OA	case=nom|gender=masc|num=pl|pos=True *=True|pos=True case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg *=True *=True
335144877539094528	neutral	Morgen ab 9:00 Uhr Debatte zum Endlagersuchgesetz im Bundestag mit %User	Morgen ab @card@ Uhr Debatte zu Endlagersuchgesetz in Bundestag mit %User	NN APPR CARD NN NN APPRART NN APPRART NN APPR NE	0/-- 1/MNR 4/NK 2/NK 4/NK 5/MNR 6/NK 7/MNR 8/NK 9/MNR 10/NK	pos=True _ _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|*=True|num=sg
319552997732536320	neutral	So kizzel ich gar dem Steinbrück was aus den Rippen:	so kizzel ich gar die Steinbrück was aus die Rippen:	ADV VVFIN PPER ADV ART NN PIS APPR ART NN	2/MO 0/-- 2/SB 2/MO 6/NK 2/DA 2/SB 7/MNR 10/NK 8/NK	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl
338041412467703808	mixed	Nur die FDP hat mal wieder nichts in petto	nur die FDP haben mal wieder nichts in petto	ADV ART NE VAFIN ADV ADV PIS APPR ADJA	3/MO 3/NK 4/SB 0/-- 4/MO 4/MO 4/OA 4/MO 8/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_100500258::EmoExpression=True|gender=neut|EmoExpression::markable_100500258::Sarcasm=false|*=True|EmoExpression::markable_100500258::Polarity=negative|EmoExpression::markable_100500258::Uncertain=false|EmoExpression::markable_100500258::Intensity=medium|EmoExpression::markable_100500258::SubjectiveFact=false EmoExpression::markable_100500257::SubjectiveFact=false|EmoExpression::markable_100500257::Intensity=medium|EmoExpression::markable_100500257::Polarity=positive|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500258::EmoExpression=True
324618531348025345	positive	Deutsches Gold ist vor dem Zugriff der Bundesregierung geschützt, denn es dient der Absicherung für den Fall...	deutsch Gold sein vor die Zugriff die Bundesregierung geschützt, denn es dienen die Absicherung für die Fall...	ADJA NN VAFIN APPR ART NN ART NN VVFIN KON PPER VVFIN ART NN APPR ART NN	2/NK 3/SB 0/-- 9/MO 6/NK 4/NK 8/NK 6/AG 3/PD 3/CD 12/SB 10/CJ 14/NK 12/DA 14/MNR 17/NK 15/NK	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500259::Sarcasm=false|EmoExpression::markable_100500259::Uncertain=false|EmoExpression::markable_100500259::Intensity=medium|gender=fem|EmoExpression::markable_100500259::SubjectiveFact=false|num=sg|EmoExpression::markable_100500259::Polarity=positive|EmoExpression::markable_100500259::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
324621643353833474	neutral	"Fans sind rot-weiss, schwarz-gelb oder blau-weiss. Frauen sind rosa."	"Fans sein rot-weiss, schwarz-gelb oder blau-weiss. Frau sein rosa."	NN VAFIN ADJD ADJD KON ADJD NN VAFIN ADJD	2/SB 0/-- 4/MO 2/PD 4/CD 5/CJ 8/SB 0/-- 8/PD	case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True pos=True _ pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _
